2016-11-24 10:24:51:757T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:24:52:174T,$#0,0,0,27,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:24:52:571T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:24:52:989T,$#0,0,0,27,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:24:53:386T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:24:53 
2016-11-24 10:24:53:804T,$#0,0,0,27,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:24:54:201T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:24:54:619T,$#0,0,0,27,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:24:55:016T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:24:55:434T,$#0,0,0,27,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:24:55 
2016-11-24 10:24:55:831T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:24:56:250T,$#0,0,0,27,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:24:56:647T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:24:57:065T,$#0,0,0,27,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,27,	
2016-11-24 10:24:57 
2016-11-24 10:24:57:463T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:24:57:880T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:24:58:277T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:24:58:694T,$#0,0,0,27,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:24:59:091T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:24:59 
2016-11-24 10:24:59:510T,$#0,0,0,27,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:24:59:907T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:25:00:324T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:25:00:722T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:25:01:138T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:25:01 
2016-11-24 10:25:01:535T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:25:01:952T,$#0,0,0,27,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:25:02:349T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:25:02:767T,$#0,0,0,27,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:25:03:165T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:25:03 
2016-11-24 10:25:03:582T,$#0,0,0,27,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:25:03:979T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:25:04:397T,$#0,0,0,27,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:25:04:795T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:25:05:212T,$#0,0,0,27,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:25:05 
2016-11-24 10:25:05:609T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:25:06:027T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:25:06:424T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:25:06:842T,$#0,0,0,27,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:25:07:239T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:25:07 
2016-11-24 10:25:07:657T,$#0,0,0,27,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:25:08:055T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:25:08:471T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:25:08:869T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
