2016-11-24 17:28:21:601B,$#,2,16679,3307,3339,0,30,0,29,0,42,0,0,0,0,3338,3336,3336,3336,3337,3336,3339,3338,3307,3336,3337,3336,3337,3337,3338,3339,3337,3338,3336,3336,3335,3335,3335,3335,3336,3337,3337,3337,3337,3336,3336,3336,3337,3337,3336,3338,3337,3336,3337,3336,3336,3337,3337,3336,3336,3336,3337,3336,3335,"3337
"
2016-11-24 17:28:22:409B,$#,2,16680,3307,3341,0,30,0,29,0,43,0,0,0,0,3339,3337,3337,3336,3337,3335,3335,3330,3307,3341,3336,3338,3338,3338,3339,3339,3337,3338,3337,3336,3335,3335,3336,3336,3336,3337,3337,3336,3337,3336,3336,3336,3336,3337,3337,3338,3337,3337,3337,3336,3336,3336,3336,3336,3336,3336,3337,3337,3335,"3337
"
2016-11-24 17:28:23:217B,$#,2,11674,3307,3342,0,30,0,29,0,44,0,0,0,0,3338,3336,3338,3336,3337,3336,3335,3327,3307,3342,3336,3338,3338,3338,3339,3339,3337,3338,3337,3336,3335,3335,3336,3334,3336,3337,3336,3337,3336,3336,3337,3336,3336,3337,3336,3337,3337,3337,3337,3337,3336,3336,3336,3336,3336,3336,3337,3337,3335,"3337
"
2016-11-24 17:28:24:026B,$#,2,16679,3307,3342,0,30,0,29,0,44,0,0,0,0,3338,3336,3338,3336,3337,3336,3335,3327,3307,3342,3336,3338,3338,3338,3339,3339,3337,3338,3337,3336,3335,3335,3336,3334,3336,3337,3336,3337,3336,3336,3337,3336,3336,3337,3336,3337,3337,3337,3337,3337,3335,3336,3336,3338,3336,3336,3337,3337,3335,"3337
"
2016-11-24 17:28:24:835B,$#,2,16681,3307,3346,0,30,0,29,0,45,0,0,0,0,3339,3337,3336,3336,3336,3336,3335,3344,3307,3338,3346,3338,3338,3337,3338,3339,3337,3338,3337,3336,3335,3336,3335,3334,3336,3337,3336,3337,3337,3336,3336,3336,3337,3336,3336,3338,3337,3336,3337,3336,3336,3336,3336,3336,3336,3336,3336,3336,3335,"3337
"
2016-11-24 17:28:25:643B,$#,2,16678,3308,3339,0,30,0,29,0,46,0,0,0,0,3337,3336,3326,3336,3337,3337,3335,3338,3308,3337,3333,3336,3337,3336,3339,3339,3338,3338,3336,3336,3336,3336,3335,3334,3338,3337,3336,3337,3337,3336,3336,3336,3336,3337,3336,3336,3337,3337,3337,3336,3336,3336,3336,3336,3337,3336,3337,3336,3335,"3338
"
2016-11-24 17:28:26:452B,$#,2,16679,3307,3339,0,30,0,29,0,47,0,0,0,0,3338,3336,3336,3336,3337,3335,3336,3339,3307,3338,3337,3335,3338,3337,3338,3339,3337,3338,3337,3336,3336,3336,3335,3334,3336,3337,3336,3337,3337,3336,3338,3336,3337,3336,3337,3337,3337,3336,3337,3336,3336,3336,3336,3336,3336,3336,3337,3336,3336,"3337
"
2016-11-24 17:28:27:262B,$#,2,16680,3306,3347,0,30,0,29,0,48,0,0,0,0,3336,3336,3335,3336,3336,3337,3335,3342,3306,3338,3347,3337,3337,3336,3338,3339,3337,3338,3337,3336,3337,3335,3335,3333,3336,3336,3336,3337,3336,3336,3336,3336,3336,3337,3337,3338,3337,3337,3337,3336,3336,3336,3338,3336,3336,3336,3337,3337,3336,"3337
"
2016-11-24 17:28:28:069B,$#,2,16680,3306,3347,0,30,0,29,0,48,0,0,0,0,3336,3336,3335,3336,3336,3337,3335,3342,3306,3338,3347,3337,3337,3336,3338,3339,3337,3338,3337,3336,3337,3335,3335,3333,3336,3336,3336,3337,3336,3336,3336,3336,3336,3337,3337,3338,3337,3337,3337,3336,3336,3336,3338,3336,3336,3336,3337,3337,3336,"3337
"
2016-11-24 17:28:28:877B,$#,2,16679,3309,3340,0,30,0,29,0,49,0,0,0,0,3337,3336,3336,3336,3338,3337,3335,3338,3309,3337,3333,3337,3337,3340,3338,3338,3337,3338,3337,3336,3336,3336,3336,3333,3336,3337,3336,3337,3337,3336,3336,3336,3337,3337,3336,3337,3338,3336,3337,3337,3336,3336,3335,3337,3336,3336,3337,3336,3335,"3337
"
