2016-11-30 10:58:15:258 B,,3,4095,"
xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx B",,1,16656,3320,3335,0,0,0,27,0,110,0,0,0,0,3320,3331,3333,3331,3331,3330,3335,3333,3333,3331,3332,3332,3332,3332,3332,3330,3331,3333,3333,3332,3331,3330,3330,3327,3329,3333,3331,3332,3333,3332,3333,3332,3333,3332,3331,3332,3332,3331,3331,3332,3331,3330,3330,3332,3331,3334,3331,3333,3331,"3330
"
2016-11-30 10:58:16:113 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,26,	 B,$#,1,16656,3320,3334,0,0,0,27,0,111,0,0,0,0,3320,3331,3332,3332,3331,3330,3334,3333,3333,3331,3333,3331,3332,3331,3332,3330,3331,3333,3333,3331,3330,3329,3330,3327,3329,3332,3331,3332,3333,3332,3333,3331,3333,3333,3331,3332,3333,3331,3331,3332,3331,3331,3331,3332,3331,3334,3331,3333,3331,"3331
"
2016-11-30 10:58:16:968 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,26,	 B,$#,1,16656,3320,3335,0,0,0,27,0,112,0,0,0,0,3320,3331,3332,3331,3331,3330,3335,3333,3333,3332,3332,3331,3332,3331,3332,3330,3331,3333,3332,3332,3331,3329,3330,3327,3329,3333,3332,3333,3333,3332,3332,3331,3332,3332,3331,3332,3332,3331,3331,3332,3331,3330,3331,3332,3331,3334,3331,3332,3331,"3330
"
2016-11-30 10:58:17:821 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,26,	 B,$#,1,4996,3320,3334,0,0,0,27,0,113,0,0,0,0,3320,3331,3332,3332,3331,3330,3334,3333,3333,3331,3332,3331,3332,3332,3332,6434,7202,8482,8738,7970,3331,3329,3330,3327,3329,3333,3332,3333,3333,3332,3332,3331,3332,3332,3331,3332,3332,3331,3331,3332,3331,3330,3331,3332,3331,3334,3331,3332,3331,"3330
"
2016-11-30 10:58:18:676 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,26,	 B,$#,1,16656,3320,3334,0,0,0,27,0,113,0,0,0,0,3320,3331,3332,3332,3331,3330,3334,3333,3333,3331,3332,3331,3332,3332,3332,3330,3331,3333,3333,3332,3330,3329,3330,3327,3329,3333,3331,3333,3332,3332,3332,3331,3333,3332,3331,3332,3332,3331,3331,3332,3331,3331,3331,3332,3331,3334,3331,3333,3331,"3331
"
2016-11-30 10:58:19:531 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,26,	 B,$#,1,16656,3320,3334,0,0,0,27,0,114,0,0,0,0,3320,3331,3332,3332,3331,3330,3334,3333,3333,3331,3333,3332,3332,3332,3332,3330,3331,3333,3332,3332,3330,3329,3330,3327,3328,3333,3331,3332,3333,3332,3332,3331,3333,3333,3331,3332,3332,3331,3331,3332,3331,3331,3330,3332,3331,3334,3331,3333,3331,"3330
"
2016-11-30 10:58:20:387 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,26,	 B,$#,1,16656,3320,3335,0,0,0,27,0,115,0,0,0,0,3320,3331,3332,3332,3331,3330,3335,3333,3333,3332,3332,3332,3332,3331,3332,3330,3331,3333,3333,3332,3330,3329,3330,3327,3329,3333,3331,3332,3333,3332,3332,3331,3333,3333,3331,3332,3332,3331,3331,3331,3331,3331,3331,3332,3331,3334,3331,3333,3332,"3330
"
2016-11-30 10:58:21:240 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,26,	 B,$#,1,16656,3320,3335,0,0,0,27,0,116,0,0,0,0,3320,3331,3332,3332,3331,3330,3335,3333,3333,3331,3332,3332,3331,3332,3332,3330,3331,3333,3333,3332,3331,3329,3330,3327,3328,3333,3331,3332,3333,3332,3333,3331,3333,3333,3331,3332,3332,3331,3331,3331,3331,3330,3330,3332,3331,3334,3331,3333,3331,"3330
"
2016-11-30 10:58:22:095 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,26,	 B,$#,1,16656,3320,3335,0,0,0,27,0,117,0,0,0,0,3320,3332,3332,3332,3331,3330,3335,3333,3333,3331,3332,3331,3332,3332,3332,3330,3331,3332,3333,3331,3330,3329,3329,3327,3328,3333,3331,3333,3333,3332,3333,3332,3333,3333,3331,3332,3332,3331,3331,3332,3330,3330,3331,3332,3330,3335,3331,3333,3332,"3330
"
2016-11-30 10:58:22:950 B,,3,4095,"
",1,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,26,	 B,$#,1,16656,3321,3335,0,0,0,27,0,118,0,0,0,0,3321,3331,3332,3332,3330,3330,3335,3333,3333,3332,3332,3332,3332,3332,3331,3330,3330,3333,3333,3332,3331,3330,3330,3327,3329,3332,3331,3332,3333,3332,3333,3331,3333,3333,3331,3332,3332,3331,3331,3332,3331,3331,3330,3332,3331,3335,3331,3333,3331,"3331
"
2016-11-30 10:58:23:803 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,26,	 B,$#,1,16656,3321,3335,0,0,0,27,0,119,0,0,0,0,546,3362,3332,3332,3330,3330,3335,3333,3333,3332,3332,3332,3332,3332,3331,3330,3330,3333,3333,3332,3331,3330,3330,3327,3329,3332,3331,3332,3333,3332,3333,3331,3333,3333,3331,3332,3332,3331,3331,3332,3331,3331,3330,3332,3331,3335,3331,3333,3331,"3331
"
2016-11-30 10:58:24:659 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,26,	 B,$#,1,16656,3321,3334,0,0,0,27,0,119,0,0,0,0,3321,3331,3332,3331,3330,3330,3334,3333,3333,3331,3333,3331,3332,3332,3332,3330,3331,3332,3333,3332,3331,3329,3330,3327,3329,3333,3331,3332,3333,3331,3332,3331,3332,3333,3331,3332,3332,3331,3331,3332,3331,3330,3330,3332,3331,3334,3331,3333,3331,"3331
"
2016-11-30 10:58:25:514 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,26,	 B,$#,1,16656,3321,3334,0,0,0,27,0,120,0,0,0,0,3321,3331,3332,3332,3331,3330,3334,3333,3333,3331,3332,3332,3332,3332,3332,3330,3331,3332,3333,3332,3330,3329,3330,3327,3329,3333,3331,3332,3333,3332,3333,3331,3333,3333,3331,3332,3332,3331,3331,3331,3331,3330,3331,3332,3331,3334,3331,3333,3331,"3331
"
2016-11-30 10:58:26:369 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,26,	 B,$#,1,16656,3321,3335,0,0,0,27,0,121,0,0,0,0,3321,3331,3332,3332,3331,3331,3335,3333,3332,3332,3332,3332,3332,3332,3332,3330,3331,3333,3333,3331,3330,3329,3330,3327,3329,3333,3331,3333,3333,3332,3332,3331,3333,3332,3331,3332,3332,3331,3331,3331,3331,3330,3331,3332,3331,3334,3331,3333,3331,"3331
"
2016-11-30 10:58:27:223 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,26,	 B,,1,16656,3321,3334,0,0,0,27,0,122,0,0,0,0,3321,3331,3332,3332,3331,3330,3334,3333,3333,3332,3332,3332,3331,3332,3332,3330,3331,3332,3333,3331,3330,3330,3330,3327,3329,3333,3331,3333,3333,3332,3333,3331,3333,3333,3331,3332,3332,3331,3331,3332,3331,3330,3331,3332,3331,3334,3331,3333,3331,"3330
"
2016-11-30 10:58:28:078 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,26,	 B,$#,1,16656,3321,3335,0,0,0,27,0,123,0,0,0,0,3321,3331,3332,3332,3331,3330,3335,3333,3333,3331,3332,3331,3332,3332,3332,3330,3331,3333,3333,3332,3331,3329,3330,3327,3328,3333,3331,3333,3333,3332,3333,3331,3333,3332,3331,3332,3332,3331,3331,3332,3331,3331,3330,3332,3331,3334,3331,3333,3331,"3331
"
2016-11-30 10:58:28:933 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,26,	 B,$#,1,16656,3321,3335,0,0,0,27,0,124,0,0,0,0,3321,3331,3332,3332,3330,3330,3335,3333,3333,3332,3332,3332,3331,3332,3332,3330,3331,3333,3333,3331,3331,3329,3330,3327,3328,3333,3331,3332,3333,3332,3333,3331,3333,3332,3331,3332,3332,3331,3331,3332,3331,3331,3330,3332,3331,3335,3331,3333,3331,"3331
"
2016-11-30 10:58:29:787 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,26,	 B,$#,1,16656,3321,3335,0,0,0,27,0,124,0,0,0,0,3321,3331,3332,3332,3330,3330,3335,3333,3333,3332,3332,3332,3331,3332,3332,3330,3331,3333,3333,3331,3331,3329,3330,3327,3328,3333,3331,3332,3333,3332,3333,3331,3333,3332,3331,3332,3332,3331,3331,3332,3331,3331,3330,3332,3331,3335,3331,3333,3331,"3331
"
2016-11-30 10:58:30:642 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,26,	 B,$#,1,16656,3321,3335,0,0,0,27,0,125,0,0,0,0,3321,3331,3332,3332,3331,3330,3335,3333,3333,3331,3332,3331,3331,3331,3331,3330,3331,3333,3333,3332,3331,3330,3330,3327,3329,3333,3331,3332,3333,3332,3333,3332,3333,3332,3331,3332,3332,3331,3331,3332,3330,3331,3331,3332,3331,3334,3331,3333,3331,"3330
"
2016-11-30 10:58:31:497 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,26,	 B,$#,1,16657,3322,3335,0,0,0,27,0,126,0,0,0,0,3322,3331,3331,3331,3330,3330,3335,3333,3333,3332,3333,3332,3332,3332,3332,3330,3331,3333,3333,3332,3331,3329,3330,3327,3329,3333,3331,3333,3333,3333,3332,3331,3333,3333,3331,3333,3333,3331,3331,3332,3331,3330,3331,3332,3331,3334,3331,3333,3331,"3330
"
2016-11-30 10:58:32:351 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,26,	 B,$#,1,16656,3321,3335,0,0,0,27,0,127,0,0,0,0,3321,3331,3332,3331,3331,3330,3335,3333,3333,3332,3333,3332,3332,3331,3332,3330,3330,3333,3332,3332,3330,3329,3330,3327,3329,3333,3331,3332,3332,3332,3332,3331,3333,3332,3331,3332,3333,3331,3331,3332,3331,3331,3331,3332,3331,3334,3331,3333,3331,"3330
"
2016-11-30 10:58:33:206 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,26,	 B,$#,1,16656,3321,3335,0,0,0,27,0,128,0,0,0,0,3321,3331,3332,3332,3331,3330,3335,3333,3333,3332,3333,3331,3332,3331,3331,3330,3331,3333,3333,3332,3330,3329,3330,3327,3328,3333,3331,3332,3333,3332,3333,3331,3333,3333,3331,3332,3332,3331,3331,3332,3330,3330,3331,3332,3331,3334,3331,3333,3331,"3331
"
2016-11-30 10:58:34:061 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,26,	 B,$#,1,16656,3321,3335,0,0,0,27,0,129,0,0,0,0,3321,3331,3332,3332,3331,3330,3335,3333,3333,3331,3332,3331,3332,3331,3332,3330,3331,3333,3333,3331,3330,3329,3330,3328,3329,3333,3331,3332,3333,3332,3332,3331,3333,3332,3331,3333,3332,3331,3331,3332,3331,3331,3331,3332,3331,3334,3331,3333,3331,"3331
"
2016-11-30 10:58:34:915 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,26,	 B,$#,1,11659,3322,3335,0,0,0,27,0,130,0,0,0,0,3322,3332,3332,3331,3331,3330,3335,3333,3333,3331,3333,3332,3332,3332,3331,3330,3331,3332,3333,3331,3331,3329,3329,3327,3329,3333,3331,3332,3333,3332,3332,3331,3333,3333,3331,3332,3333,3331,3331,3332,3331,3331,3331,3332,3331,3334,3331,3333,3331,"3331
"
2016-11-30 10:58:35:770 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,26,	 B,$#,1,16656,3322,3335,0,0,0,27,0,130,0,0,0,0,3322,3332,3332,3331,3331,3330,3335,3333,3333,3331,3333,3332,3332,3332,3331,3330,3331,3332,3333,3331,3331,3329,3329,3327,3329,3333,3331,3332,3333,3332,3332,3331,3333,3333,3331,3332,3333,3331,3331,3332,3331,3330,3331,3332,3330,3334,3331,3333,3332,"3330
"
2016-11-30 10:58:36:625 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,26,	 B,$#,1,16656,3322,3334,0,0,0,27,0,131,0,0,0,0,3322,3331,3331,3332,3330,3331,3334,3333,3333,3332,3332,3331,3332,3332,3332,3329,3331,3333,3333,3331,3331,3330,3330,3327,3329,3333,3331,3333,3333,3332,3332,3331,3333,3333,3331,3332,3332,3331,3331,3332,3331,3331,3330,3332,3331,3334,3331,3333,3331,"3331
"
2016-11-30 10:58:37:479 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,26,	 B,$#,1,16656,3321,3335,0,0,0,27,0,132,0,0,0,0,3321,3331,3332,3331,3331,3330,3335,3333,3333,3331,3332,3331,3332,3332,3332,3330,3331,3333,3333,3332,3330,3329,3330,3327,3328,3333,3331,3332,3333,3332,3333,3331,3333,3332,3331,3333,3333,3331,3331,3332,3331,3330,3330,3332,3331,3334,3331,3333,3331,"3330
"
2016-11-30 10:58:38:334 B,,3,4095,"
",1,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,26,	 B,$#,1,16656,3321,3334,0,0,0,27,0,133,0,0,0,0,3321,3331,3332,3331,3331,3331,3334,3333,3332,3332,3333,3331,3332,3332,3331,3330,3331,3332,3333,3332,3330,3330,3330,3327,3328,3333,3331,3333,3333,3332,3332,3331,3333,3332,3331,3332,3332,3331,3331,3332,3331,3330,3331,3331,3331,3334,3331,3333,3331,"3331
"
2016-11-30 10:58:39:189 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,26,	 B,$#,1,16656,3322,3335,0,0,0,27,0,134,0,0,0,0,3322,3331,3332,3332,3330,3330,3335,3333,3333,3332,3332,3332,3331,3331,3332,3330,3331,3332,3333,3332,3330,3330,3330,3327,3329,3333,3331,3333,3333,3332,3332,3332,3332,3333,3331,3333,3332,3331,3331,3332,3331,3331,3330,3332,3331,3334,3331,3333,3332,"3330
"
2016-11-30 10:58:40:043 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,26,	 B,$#,1,16656,3322,3335,0,0,0,27,0,135,0,0,0,0,3322,3331,3332,3331,3331,3330,3335,3333,3333,3332,3332,3332,3332,3332,3332,3330,3331,3333,3333,3332,3331,3329,3330,3327,3328,3333,3331,3333,3333,3332,3332,3331,3332,3333,3331,3333,3332,3331,3331,3331,3331,3331,3331,3332,3331,3334,3331,3333,3331,"3331
"
2016-11-30 10:58:40:899 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,26,	 B,$#,1,6662,3322,3335,0,0,0,27,0,136,0,0,0,0,3322,3331,3332,3332,3331,3330,3335,3333,3333,3332,3332,3332,3332,3332,3331,3330,3330,3333,3333,3332,3362,3329,3330,3327,3328,3333,3331,3333,3333,3332,3332,3331,3332,3333,3331,3333,3332,3331,3331,3331,3331,3331,3331,3332,3331,3334,3331,3333,3331,"3331
"
2016-11-30 10:58:42:943 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,26,	 B,$#,1,13325,3322,3335,0,0,0,27,0,138,0,0,0,0,3322,3331,3332,3331,3331,3330,3335,3333,3333,3332,3332,3331,3332,3331,3332,3330,3330,3333,3333,3332,3330,3330,3330,3327,3329,3333,3331,3332,3333,3332,3333,3332,3333,3333,3332,3332,3332,3331,3331,3332,3328,3330,3330,3332,3331,3335,3331,3333,3331,"3331
"
2016-11-30 10:58:43:798 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,26,	 B,$#,1,16656,3322,3335,0,0,0,27,0,138,0,0,0,0,3322,3331,3332,3331,3331,3330,3335,3333,3333,3332,3332,3331,3332,3331,3332,3330,3330,3333,3333,3332,3330,3330,3330,3327,3329,3333,3331,3332,3333,3332,3333,3332,3333,3333,3332,3332,3332,3331,3331,3332,3330,3330,3330,3332,3331,3334,3331,3333,3331,"3330
"
2016-11-30 10:58:44:653 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,26,	 B,$#,1,16656,3321,3335,0,0,0,27,0,139,0,0,0,0,3321,3331,3332,3332,3330,3330,3335,3333,3332,3331,3333,3331,3332,3331,3331,3330,3331,3332,3333,3332,3331,3329,3330,3327,3329,3333,3331,3333,3333,3332,3333,3331,3333,3333,3331,3332,3332,3331,3331,3331,3330,3330,3330,3332,3331,3334,3332,3333,3331,"3330
"
2016-11-30 10:58:45:507 B,,3,4095,"
",1,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,26,	 B,$#,1,16656,3322,3334,0,0,0,27,0,140,0,0,0,0,3322,3331,3332,3332,3330,3330,3334,3333,3333,3331,3332,3332,3332,3332,3331,3330,3331,3333,3333,3331,3330,3329,3330,3327,3329,3333,3331,3333,3333,3331,3333,3331,3332,3332,3331,3332,3332,3331,3331,3332,3330,3330,3331,3332,3331,3334,3331,3333,3332,"3331
"
2016-11-30 10:58:46:362 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,26,	 B,$#,1,16656,3321,3335,0,0,0,27,0,141,0,0,0,0,3321,3331,3332,3332,3331,3330,3335,3333,3333,3331,3332,3332,3331,3331,3331,3330,3331,3333,3333,3332,3331,3329,3330,3327,3329,3333,3331,3332,3333,3332,3332,3332,3333,3333,3331,3332,3332,3331,3331,3331,3330,3331,3330,3332,3331,3334,3331,3333,3331,"3331
"
2016-11-30 10:58:47:217 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,26,	 B,$#,1,16656,3322,3335,0,0,0,27,0,142,0,0,0,0,3322,3331,3331,3332,3331,3330,3335,3333,3333,3332,3332,3332,3331,3331,3332,3330,3331,3333,3333,3331,3331,3329,3330,3327,3329,3333,3331,3332,3333,3332,3332,3331,3332,3332,3331,3333,3333,3331,3331,3331,3331,3330,3330,3332,3330,3334,3331,3333,3331,"3331
"
2016-11-30 10:58:48:071 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,26,	 B,,1,16656,3321,3335,0,0,0,27,0,143,0,0,0,0,3321,3331,3332,3332,3331,3330,3335,3333,3333,3332,3332,3331,3332,3332,3332,3330,3331,3333,3333,3332,3330,3329,3330,3327,3329,3333,3331,3332,3333,3332,3333,3331,3333,3332,3331,3332,3332,3331,3331,3332,3331,3330,3330,3332,3331,3334,3331,3333,3331,"3330
"
2016-11-30 10:58:48:924 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,26,	 B,$#,1,6662,3322,3334,0,0,0,27,0,144,0,0,0,0,3322,3331,3332,3332,3331,3330,3334,3333,3333,3332,3332,3332,3331,3332,3332,3330,3331,3333,3333,3332,3330,3329,3329,3327,3329,3333,3331,3332,3333,3332,3333,3331,3333,3332,3331,3332,3332,3331,3331,3332,3331,3330,3330,3332,3331,3334,3331,3333,3331,"3330
"
