2016-11-29 15:07:54:920 B,,3,6,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15542,3103,3112,0,0,0,34,0,119,0,0,0,3,3108,3108,3107,3106,3105,3104,3103,3105,3104,3104,3111,3111,3112,3110,3110,3106,3106,3106,3109,3106,3112,3112,3112,3112,3112,3108,3109,3110,3110,3109,3110,3111,3111,3111,3111,3111,3112,3109,3112,3109,3108,3109,3109,3108,3108,3104,3106,3105,3104,"3108
",
2016-11-29 15:07:55:731 B,,3,7,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15542,3104,3112,0,0,0,34,0,120,0,0,0,3,3108,3108,3108,3106,3104,3104,3104,3105,3104,3104,3111,3111,3112,3111,3110,3106,3107,3106,3109,3105,3112,3112,3112,3112,3111,3108,3108,3111,3111,3109,3110,3111,3111,3111,3111,3111,3112,3109,3112,3109,3109,3109,3109,3108,3108,3104,3105,3105,3105,"3107
",
2016-11-29 15:07:56:544 B,,3,10,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15542,3104,3112,0,0,0,34,0,120,0,0,0,3,3108,3108,3108,3106,3104,3104,3104,3105,3104,3104,3111,3111,3112,3111,3110,3106,3107,3106,3109,3105,3112,3112,3112,3112,3111,3108,3108,3111,3111,3109,3110,3111,3111,3111,3111,3111,3112,3109,3112,3109,3109,3109,3109,3108,3108,3104,3105,3105,3105,"3107
",
2016-11-29 15:07:57:355 B,,3,8,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15542,3103,3113,0,0,0,34,0,121,0,0,0,3,3108,3108,3107,3106,3104,3103,3103,3105,3104,3104,3111,3111,3111,3110,3110,3106,3107,3106,3109,3106,3112,3112,3113,3112,3112,3108,3108,3110,3110,3109,3110,3111,3111,3111,3111,3111,3111,3109,3112,3109,3109,3109,3109,3108,3108,3104,3105,3105,3105,"3107
",
2016-11-29 15:07:58:166 B,,3,5,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15542,3103,3113,0,0,0,34,0,122,0,0,0,3,3108,3108,3108,3106,3105,3104,3103,3105,3104,3104,3110,3111,3111,3110,3110,3107,3106,3106,3109,3106,3112,3112,3113,3112,3112,3108,3108,3110,3111,3109,3110,3111,3111,3111,3111,3111,3112,3109,3112,3109,3109,3109,3109,3108,3108,3104,3105,3105,3104,"3107
",
2016-11-29 15:07:58:977 B,,3,6,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15542,3103,3113,0,0,0,34,0,123,0,0,0,3,3108,3108,3108,3106,3104,3103,3103,3104,3104,3104,3111,3111,3112,3110,3110,3106,3107,3106,3109,3106,3112,3112,3113,3112,3112,3108,3109,3110,3111,3109,3110,3111,3111,3111,3111,3111,3112,3109,3112,3109,3109,3109,3108,3108,3109,3104,3105,3105,3104,"3107
",
2016-11-29 15:07:59:789 B,,3,3,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15542,3104,3112,0,0,0,34,0,124,0,0,0,3,3108,3108,3107,3106,3104,3104,3104,3105,3104,3104,3111,3111,3111,3110,3110,3106,3107,3106,3109,3106,3112,3112,3112,3112,3112,3108,3109,3111,3110,3109,3111,3111,3111,3111,3111,3111,3112,3109,3112,3109,3109,3109,3109,3109,3109,3104,3105,3105,3104,"3107
",
2016-11-29 15:08:00:599 B,,3,8,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,3105,3103,3111,0,0,0,33,0,125,0,0,0,3,3108,3108,3107,3106,3105,3104,3103,3105,3104,3104,3111,3111,3111,3111,3110,3106,3107,3106,3109,3106,3112,3112,3112,3112,3112,3108,3109,3111,3110,3109,3111,3111,3111,3111,3111,3111,3112,3109,3112,3109,3109,3109,3109,3109,3109,3104,3105,3105,3104,"3107
",
2016-11-29 15:08:01:410 B,,3,6,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15542,3103,3112,0,0,0,34,0,125,0,0,0,3,3108,3108,3107,3106,3105,3104,3103,3105,3104,3104,3111,3111,3111,3111,3110,3106,3106,3106,3109,3106,3112,3112,3112,3112,3112,3108,3109,3110,3111,3109,3111,3112,3111,3111,3110,3111,3112,3109,3112,3109,3109,3109,3109,3109,3109,3104,3105,3105,3105,"3107
",
2016-11-29 15:08:02:223 B,,3,8,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15542,3103,3112,0,0,0,34,0,126,0,0,0,3,3108,3108,3108,3106,3105,3104,3103,3105,3104,3104,3111,3111,3112,3110,3110,3106,3107,3106,3109,3105,3112,3112,3112,3112,3112,3108,3109,3110,3110,3109,3110,3111,3111,3111,3111,3111,3112,3109,3112,3109,3109,3109,3109,3109,3108,3104,3106,3105,3105,"3107
",
2016-11-29 15:08:03:034 B,,3,7,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15542,3104,3112,0,0,0,34,0,127,0,0,0,3,3108,3108,3108,3106,3105,3104,3104,3105,3104,3104,3111,3111,3112,3110,3110,3106,3107,3106,3109,3105,3112,3112,3112,3112,3112,3108,3109,3111,3110,3109,3111,3111,3111,3111,3111,3110,3112,3109,3112,3109,3109,3109,3109,3108,3109,3104,3105,3105,3104,"3107
",
2016-11-29 15:08:03:845 B,,3,8,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15542,3104,3112,0,0,0,34,0,128,0,0,0,3,3108,3108,3108,3106,3105,3104,3104,3104,3104,3104,3111,3111,3112,3111,3111,3106,3106,3106,3109,3105,3112,3112,3112,3112,3112,3108,3109,3110,3111,3109,3111,3111,3112,3111,3111,3111,3112,3109,3112,3109,3109,3109,3108,3109,3108,3104,3105,3105,3105,"3107
",
2016-11-29 15:08:04:659 B,,3,7,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,13989,3103,3112,0,0,0,34,0,129,0,0,0,3,3108,3108,3107,3106,3104,3104,3103,3105,3104,3104,3111,3111,3112,3111,3110,3106,3106,3106,3109,3106,3112,3112,3112,3112,3112,3108,3109,3110,3111,3109,3110,3111,3111,3111,3111,3110,3112,3109,3112,3109,3109,3109,3108,3108,3108,52255,52511,3105,3105,"3107
",
2016-11-29 15:08:05:468 B,,3,4,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15542,3103,3112,0,0,0,34,0,129,0,0,0,3,3108,3108,3107,3106,3104,3104,3103,3105,3104,3104,3111,3111,3112,3111,3110,3106,3106,3106,3109,3106,3112,3112,3112,3112,3112,3108,3109,3110,3111,3109,3110,3111,3111,3111,3111,3110,3112,3109,3112,3109,3109,3109,3108,3108,3108,3105,3105,3104,3104,"3107
",
2016-11-29 15:08:06:279 B,,3,7,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15542,3103,3112,0,0,0,34,0,130,0,0,0,3,3108,3108,3107,3106,3105,3104,3103,3105,3104,3104,3111,3112,3112,3111,3110,3106,3107,3106,3109,3105,3112,3112,3112,3112,3111,3108,3109,3110,3110,3109,3111,3111,3111,3111,3111,3111,3112,3109,3112,3109,3109,3109,3109,3108,3108,3104,3105,3106,3104,"3107
",
2016-11-29 15:08:07:091 B,,3,8,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15542,3104,3112,0,0,0,34,0,131,0,0,0,3,3109,3108,3107,3106,3106,3104,3104,3105,3104,3104,3111,3111,3112,3110,3110,3106,3107,3106,3109,3106,3112,3112,3112,3112,3112,3108,3109,3110,3110,3109,3110,3111,3111,3111,3111,3111,3112,3109,3112,3109,3109,3109,3109,3108,3108,3104,3105,3105,3104,"3107
",
2016-11-29 15:08:07:902 B,,3,9,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15542,3104,3113,0,0,0,34,0,132,0,0,0,3,3108,3108,3108,3106,3105,3104,3104,3105,3104,3104,3111,3111,3112,3110,3110,3106,3107,3106,3109,3106,3112,3112,3113,3112,3112,3108,3109,3110,3111,3109,3110,3111,3111,3111,3111,3111,3112,3109,3112,3109,3109,3109,3109,3108,3109,3104,3105,3105,3105,"3107
",
2016-11-29 15:08:08:713 B,,3,7,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15542,3103,3113,0,0,0,34,0,133,0,0,0,3,3108,3108,3108,3106,3105,3104,3103,3105,3104,3104,3111,3111,3111,3111,3110,3106,3106,3106,3109,3106,3112,3112,3113,3112,3111,3108,3109,3111,3110,3109,3110,3111,3111,3111,3111,3111,3112,3109,3112,3109,3109,3109,3109,3109,3108,3105,3106,3105,3105,"3107
",
2016-11-29 15:08:09:525 B,,3,7,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15542,3103,3113,0,0,0,34,0,133,0,0,0,3,3108,3108,3108,3106,3105,3104,3103,3105,3104,3104,3111,3111,3111,3111,3110,3106,3106,3106,3109,3106,3112,3112,3113,3112,3111,3108,3109,3111,3110,3109,3110,3111,3111,3111,3111,3111,3112,3109,3112,3109,3109,3109,3109,3109,3108,3105,3106,3105,3105,"3107
",
2016-11-29 15:08:10:336 B,,3,8,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15543,3103,3113,0,0,0,34,0,134,0,0,0,3,3108,3108,3107,3106,3105,3104,3103,3105,3104,3104,3111,3112,3112,3111,3110,3106,3106,3106,3109,3106,3112,3112,3113,3112,3112,3108,3109,3111,3111,3109,3111,3111,3111,3111,3111,3111,3112,3109,3112,3109,3109,3109,3109,3109,3109,3104,3105,3105,3105,"3107
",
2016-11-29 15:08:11:148 B,,3,10,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15543,3104,3112,0,0,0,34,0,135,0,0,0,3,3108,3109,3108,3106,3105,3104,3104,3105,3104,3104,3111,3112,3112,3110,3110,3106,3107,3106,3109,3106,3112,3112,3112,3112,3112,3108,3109,3111,3110,3109,3111,3111,3111,3111,3111,3111,3112,3109,3112,3109,3109,3109,3109,3109,3108,3104,3106,3105,3105,"3107
",
2016-11-29 15:08:11:960 B,,3,8,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15542,3103,3113,0,0,0,34,0,136,0,0,0,3,3108,3108,3107,3106,3105,3103,3103,3104,3104,3104,3111,3111,3112,3111,3110,3106,3106,3106,3109,3105,3112,3112,3113,3112,3112,3108,3109,3111,3110,3109,3111,3111,3112,3111,3111,3111,3112,3109,3112,3109,3109,3109,3109,3108,3108,3104,3105,3105,3104,"3107
",
2016-11-29 15:08:12:772 B,,3,4,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15542,3104,3113,0,0,0,34,0,137,0,0,0,3,3109,3108,3107,3106,3105,3104,3104,3105,3104,3105,3111,3111,3111,3110,3110,3106,3107,3106,3109,3105,3112,3112,3113,3112,3111,3108,3109,3110,3110,3109,3110,3111,3111,3111,3111,3111,3112,3109,3112,3109,3108,3109,3109,3108,3109,3104,3105,3104,3105,"3107
",
2016-11-29 15:08:13:582 B,,3,8,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,6214,3103,3113,0,0,0,34,0,138,0,0,0,3,3108,3108,3108,3106,3105,3104,3103,3104,3104,3104,3111,3111,3112,3111,3110,3106,3107,3106,3109,3106,3112,3112,3113,3112,3112,3108,3109,3110,3110,3109,3110,3111,3111,3111,3111,3111,3112,3109,3112,3109,3108,3109,3109,3108,3109,3104,3105,3104,3105,"3107
",
2016-11-29 15:08:14:394 B,,3,8,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15542,3103,3113,0,0,0,34,0,138,0,0,0,3,3108,3108,3108,3106,3105,3104,3103,3104,3104,3104,3111,3111,3112,3111,3110,3106,3107,3106,3109,3106,3112,3112,3113,3112,3112,3108,3109,3111,3110,3109,3111,3112,3111,3111,3111,3111,3112,3109,3112,3109,3109,3109,3109,3108,3108,3104,3106,3105,3104,"3107
",
2016-11-29 15:08:15:205 B,,3,6,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15542,3103,3112,0,0,0,34,0,139,0,0,0,3,3108,3108,3108,3106,3105,3104,3103,3105,3104,3104,3111,3111,3112,3110,3110,3106,3107,3106,3109,3106,3112,3112,3112,3112,3112,3108,3109,3111,3111,3109,3110,3111,3111,3111,3111,3110,3112,3109,3112,3109,3109,3109,3108,3109,3109,3104,3106,3105,3104,"3107
",
2016-11-29 15:08:16:016 B,,3,8,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15542,3103,3113,0,0,0,34,0,140,0,0,0,3,3108,3108,3107,3106,3105,3104,3103,3105,3104,3104,3111,3111,3112,3110,3111,3107,3107,3107,3109,3106,3112,3112,3113,3112,3111,3108,3109,3110,3111,3109,3110,3111,3111,3111,3111,3111,3112,3109,3112,3109,3109,3109,3109,3108,3109,3104,3105,3104,3104,"3107
",
2016-11-29 15:08:16:828 B,,3,8,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15542,3104,3113,0,0,0,34,0,141,0,0,0,3,3108,3108,3108,3106,3105,3104,3104,3105,3104,3104,3111,3112,3112,3110,3110,3106,3107,3106,3108,3105,3112,3112,3113,3112,3112,3108,3109,3110,3110,3109,3110,3111,3111,3111,3111,3111,3112,3109,3112,3109,3109,3109,3109,3109,3108,3104,3105,3105,3105,"3107
",
2016-11-29 15:08:17:639 B,,3,7,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15542,3104,3113,0,0,0,34,0,142,0,0,0,3,3108,3108,3108,3106,3104,3104,3104,3105,3104,3104,3111,3111,3112,3110,3110,3106,3107,3106,3109,3105,3112,3112,3113,3113,3112,3108,3109,3110,3111,3109,3110,3111,3111,3111,3111,3111,3112,3109,3112,3109,3109,3109,3109,3108,3108,3105,3105,3105,3104,"3107
",
2016-11-29 15:08:18:450 B,,3,8,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15542,3104,3113,0,0,0,34,0,142,0,0,0,3,3108,3108,3108,3106,3104,3104,3104,3105,3104,3104,3111,3111,3112,3110,3110,3106,3107,3106,3109,3105,3112,3112,3113,3113,3112,3108,3109,3110,3111,3109,3110,3111,3111,3111,3111,3111,3112,3109,3112,3109,3109,3109,3109,3108,3108,3105,3105,3105,3104,"3107
",
2016-11-29 15:08:19:262 B,,3,7,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15542,3104,3112,0,0,0,34,0,143,0,0,0,3,3108,3108,3108,3106,3104,3104,3104,3104,3104,3104,3111,3111,3112,3110,3110,3106,3107,3106,3109,3105,3112,3112,3112,3112,3112,3108,3109,3110,3110,3109,3111,3111,3111,3111,3111,3111,3112,3109,3112,3109,3109,3109,3109,3109,3109,3104,3104,3105,3105,"3107
",
2016-11-29 15:08:20:073 B,,3,8,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15542,3103,3113,0,0,0,34,0,144,0,0,0,3,3108,3108,3107,3106,3105,3104,3103,3105,3104,3104,3111,3111,3112,3110,3110,3107,3106,3106,3109,3106,3112,3112,3113,3112,3112,3108,3109,3111,3111,3109,3111,3111,3111,3111,3111,3110,3112,3109,3112,3109,3109,3109,3108,3108,3109,3104,3105,3105,3105,"3107
",
2016-11-29 15:08:20:886 B,,3,10,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15543,3104,3113,0,0,0,34,0,145,0,0,0,3,3109,3108,3108,3107,3105,3104,3104,3105,3104,3104,3111,3112,3112,3111,3110,3106,3107,3106,3109,3106,3112,3112,3113,3112,3112,3108,3109,3110,3111,3109,3110,3111,3111,3111,3111,3111,3112,3109,3112,3109,3109,3109,3109,3109,3109,3104,3105,3105,3105,"3106
",
2016-11-29 15:08:21:697 B,,3,7,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15542,3103,3112,0,0,0,34,0,146,0,0,0,3,3108,3108,3107,3106,3105,3104,3103,3105,3104,3104,3111,3111,3112,3111,3110,3106,3107,3106,3109,3106,3112,3112,3112,3112,3112,3108,3109,3110,3110,3109,3110,3111,3111,3111,3110,3111,3112,3109,3112,3109,3109,3109,3109,3109,3109,3104,3105,3105,3105,"3107
",
2016-11-29 15:08:22:509 B,,3,8,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15542,3103,3112,0,0,0,34,0,147,0,0,0,3,3108,3108,3107,3106,3105,3104,3103,3105,3104,3104,3111,3111,3112,3111,3110,3106,3107,3106,3109,3106,3112,3112,3112,3112,3112,3108,3109,3110,3110,3109,3110,3111,3111,3111,3110,3111,3112,3109,3112,3109,3109,3109,3109,3109,3109,3104,3105,3105,3105,"3107
",
2016-11-29 15:08:23:320 B,,3,8,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15543,3103,3113,0,0,0,34,0,147,0,0,0,3,3108,3108,3108,3106,3105,3104,3103,3105,3104,3104,3111,3112,3112,3111,3110,3107,3107,3106,3109,3106,3112,3112,3113,3112,3112,3108,3109,3110,3110,3109,3111,3111,3111,3111,3111,3111,3112,3109,3112,3109,3109,3109,3109,3108,3109,3104,3105,3104,3105,"3107
",
2016-11-29 15:08:24:132 B,,3,9,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15542,3103,3113,0,0,0,34,0,148,0,0,0,3,3108,3108,3108,3106,3105,3104,3103,3105,3104,3104,3111,3111,3112,3110,3110,3106,3106,3106,3109,3106,3112,3113,3113,3112,3112,3108,3109,3110,3111,3109,3111,3111,3111,3111,3111,3111,3111,3109,3112,3109,3109,3110,3109,3109,3108,3105,3105,3105,3104,"3107
",
2016-11-29 15:08:24:943 B,,3,6,"
",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15543,3103,3113,0,0,0,34,0,149,0,0,0,3,3109,3108,3108,3106,3105,3104,3103,3105,3104,3104,3111,3112,3112,3111,3110,3106,3107,3106,3109,3106,3112,3113,3112,3112,3112,3108,3109,3110,3111,3109,3111,3111,3111,3111,3111,3111,3112,3109,3112,3109,3109,3109,3109,3108,3108,3104,3105,3105,3105,"3107
",
2016-11-29 15:08:25:759 B,,3,7,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15543,3104,3113,0,0,0,34,0,150,0,0,0,3,3109,3108,3108,3106,3105,3104,3104,3105,3104,3104,3111,3111,3111,3110,3110,3106,3107,3107,3109,3105,3112,3113,3113,3112,3112,3108,3109,3110,3110,3109,3110,3111,3112,3111,3111,3111,3112,3109,3112,3109,3109,3110,3109,3108,3108,3104,3105,3105,3105,"3107
",
2016-11-29 15:08:26:572 B,,3,7,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,9325,3103,3113,0,0,0,34,0,151,0,0,0,3,3108,3108,3108,3106,3105,3104,3103,3105,3104,3105,3111,3112,3111,3110,3111,3107,3106,3106,3109,3106,3112,3112,3113,3112,3112,3108,3109,3110,3110,3109,55839,56351,56607,56351,56095,3111,3112,3109,3112,3109,3109,3110,3109,3108,3108,3104,3105,3105,3105,"3107
",
2016-11-29 15:08:27:376 B,,3,6,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15543,3103,3113,0,0,0,34,0,151,0,0,0,3,3108,3108,3108,3106,3105,3104,3103,3105,3104,3105,3111,3112,3111,3110,3111,3107,3106,3106,3109,3106,3112,3112,3113,3112,3112,3108,3109,3110,3110,3109,3110,3111,3111,3111,3111,3111,3112,3109,3112,3109,3109,3110,3109,3108,3109,3104,3106,3105,3104,"3107
",
2016-11-29 15:08:28:188 B,,3,7,"
",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15543,3103,3113,0,0,0,34,0,152,0,0,0,3,3109,3108,3107,3106,3105,3104,3103,3105,3104,3104,3111,3111,3112,3111,3111,3107,3107,3106,3109,3106,3112,3113,3112,3112,3112,3108,3109,3110,3111,3109,3111,3111,3111,3111,3111,3111,3112,3109,3112,3109,3109,3109,3109,3109,3108,3104,3106,3104,3105,"3107
",
2016-11-29 15:08:29:002 B,,3,8,"
$#",2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,,2,15543,3103,3112,0,0,0,34,0,153,0,0,0,3,3108,3108,3108,3106,3105,3104,3103,3105,3104,3104,3111,3112,3112,3111,3110,3106,3107,3107,3109,3106,3112,3112,3112,3112,3112,3108,3109,3111,3111,3109,3110,3111,3111,3111,3111,3111,3112,3109,3112,3109,3109,3109,3109,3108,3109,3104,3106,3105,3104,"3108
",
