2016-11-29 10:51:56:026xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxB,$#,2,16686,3335,3339,0,0,0,27,0,48,0,0,0,1,3335,3337,3337,3337,3336,3338,3338,3337,3338,3337,3337,3338,3338,3338,3336,3339,3339,3338,3337,3338,3337,3336,3337,3337,3336,3335,3338,3338,3338,3337,3338,3338,3338,3336,3336,3337,3338,3338,3338,3338,3338,3338,3337,3337,3337,3338,3338,3338,3338,"3335
"
2016-11-29 10:51:56:843T,$#,2,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	B,$#,2,16686,3335,3339,0,0,0,27,0,49,0,0,0,1,9762,11298,11298,11810,11298,3338,3338,3337,3338,3337,3337,3338,3338,3338,3336,3339,3339,3338,3337,3338,3337,3336,3337,3337,3336,3335,3338,3338,3338,3337,3338,3338,3338,3336,3336,3337,3338,3338,3338,3338,3338,3338,3337,3337,3337,3338,3338,3338,3338,"3335
"
