2016-11-28 10:45:05:139B,$#,2,17072,3410,3423,0,0,0,30,0,5,0,0,0,1,3418,3411,3410,3410,3410,3413,3412,3413,3412,3412,3413,3414,3414,3413,3413,3413,3413,3413,3418,3415,3417,3416,3417,3416,3415,3414,3414,3416,3415,3413,3415,3421,3416,3415,3414,3415,3413,3415,3412,3417,3415,3415,3416,3415,3416,3415,3415,3414,3415,"3423
"
2016-11-28 10:45:05:931B,$#,2,17073,3410,3423,0,0,0,30,0,6,0,0,0,1,3419,3411,3410,3410,3410,3412,3412,3413,3412,3412,3413,3414,3414,3414,3413,3414,3413,3413,3418,3415,3417l3416,3417,3417,3415,3414,3415,3416,3414,3414,3415,3421,3417,3415,3415,3415,3412,3415,3412,3417,3416,3416,3416,3415,3416,3415,3415,3414,3415,"3423
"
2016-11-28 10:45:06:722B,$#,2,17073,3410,3423,0,0,0,30,0,7,0,0,0,1,3418,3411,3411,3411,3410,3413,3412,3413,3412,3412,3414,3414,3414,3414,3413,3413,3413,3413,3417,3415,3417,3417,3417,3417,3416,3414,3414,3416,3415,3413,3415,3421,3417,3415,3414,3415,3412,3416,3413,3417,3415,3416,3417,3416,3417,3415,3415,3414,3415,"3423
"
2016-11-28 10:45:07:514B,$#,2,17073,3410,3423,0,0,0,30,0,7,0,0,0,1,3418,3411,3411,3411,3410,3413,3412,3413,3412,3412,3414,3414,3414,3414,3413,3413,3413,3413,3417,3415,3417,3417,3417,3417,3416,3414,3414,3416,3415,3413,3415,3421,3417,3415,3414,3415,3412,3416,3413,3417,3415,3416,3417,3416,3417,3415,3415,3414,3415,"3423
"
