2016-11-24 10:14:35:375T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:14:35:772T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:14:36:189T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:14:36:588T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:14:37:006T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:14:37:404T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:14:37:821T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:14:38:220T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:14:38:637T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:14:39:036T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:14:39:453T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:14:39:851T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:14:40:269T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:14:40:666T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:14:41:085T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:14:41:483T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:14:41:900T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:14:42:298T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:14:42:716T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:14:43:113T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:14:43:531T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:14:43:928T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:14:44:346T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:14:44:744T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:14:45:162T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:14:45:560T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:14:45:977T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:14:46:375T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:14:46:794T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:14:47:191T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:14:49:713T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:14:50:112T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:14:50:529T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:14:50:926T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:14:51:345T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:14:51:743T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:14:52:160T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:14:52:558T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:14:52:976T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:14:53:376T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:14:53:792T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:14:54:190T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:14:54:607T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:14:55:005T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:14:55:423T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:14:55:820T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:14:56:237T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:14:56:635T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:14:57:052T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:14:57:450T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:14:57:869T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:14:58:265T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:14:58:684T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:14:59:081T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:14:59:498T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:14:59:896T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:15:00:313T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:15:00:711T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:15:01:129T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:15:01:527T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:15:01:945T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
