"2016-11-24 10:17:09 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 10:17:09 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 10:17:09 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 10:17:09 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
2016-11-24 10:17:09:325T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:17:09:743T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
"2016-11-24 10:17:10 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 10:17:10 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
2016-11-24 10:17:10:141T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
"2016-11-24 10:17:10 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 10:17:10 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
2016-11-24 10:17:10:559T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
"2016-11-24 10:17:10 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 10:17:10 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
