2016-11-29 14:02:36:324T,$#,2,0,0,0,28,0,0,0,27,0,0,0,28,0,0,0,27,0,0,0,28,	
2016-11-29 14:02:37:142T,$#,2,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,27,0,0,0,28,	
2016-11-29 14:02:37:960T,$#,2,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,27,0,0,0,28,	
2016-11-29 14:02:38:777T,$#,2,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,27,0,0,0,28,	
2016-11-29 14:02:39:595T,$#,2,0,0,0,28,0,0,0,27,0,0,0,28,0,0,0,27,0,0,0,28,	
2016-11-29 14:02:40:413T,$#,2,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,27,0,0,0,28,	
2016-11-29 14:02:41:230T,$#,2,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,27,0,0,0,28,	
2016-11-29 14:02:42:048T,$#,2,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,27,0,0,0,28,	
2016-11-29 14:02:42:866T,$#,2,0,0,0,28,0,0,0,27,0,0,0,28,0,0,0,27,0,0,0,28,	
2016-11-29 14:02:43:683T,$#,2,0,0,0,28,0,0,0,27,0,0,0,28,0,0,0,27,0,0,0,28,	
2016-11-29 14:02:44:501T,$#,2,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,27,0,0,0,28,	
2016-11-29 14:02:45:319T,$#,2,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,27,0,0,0,28,	
2016-11-29 14:02:46:130T,$#,2,0,0,0,28,0,0,0,27,0,0,0,28,0,0,0,27,0,0,0,28,	
2016-11-29 14:02:47:753T,$#,2,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,27,0,0,0,28,	
