2016-11-25 12:11:54:630B,$#,2,16590,3315,3325,0,0,0,27,0,289,0,0,0,0,3321,3316,3316,3315,3315,3317,3316,3317,3317,3317,3317,3317,3318,3317,3317,3318,3318,3318,3323,3318,3316,3315,3315,3316,3315,3315,3319,3319,3319,3319,3319,3322,3320,3315,3315,3316,3317,3320,3318,3321,3319,3320,3320,3320,3320,3320,3320,3319,3319,"3325
"
2016-11-25 12:11:58:318B,$#,2,16590,3315,3325,0,0,0,27,0,293,0,0,0,0,3321,3317,3316,3315,3315,3317,3317,3317,3317,3317,3318,3317,3318,3317,3317,3318,3318,3317,3323,3319,3316,3316,3316,3316,3315,3315,3319,3320,3319,3319,3319,3322,3319,3315,3315,3316,3317,3320,3318,3321,3319,3320,3320,3320,3320,3321,3321,3319,3319,"3325
"
2016-11-25 12:11:59:110B,$#,2,16590,3315,3325,0,0,0,27,0,294,0,0,0,0,3072,3317,3316,3315,3315,3317,3317,3317,3317,3317,3318,3317,3318,3317,3317,3318,3318,3317,3323,3319,3316,3316,3316,3316,3315,3315,3319,3320,3319,3319,3319,3322,3319,3315,3315,3316,3317,3320,3318,3321,3319,3320,3320,3320,3320,3321,3321,3319,3319,"3325
"
2016-11-25 12:11:59:902B,$#,2,16590,3314,3325,0,0,0,27,0,294,0,0,0,0,3321,3316,3316,3316,3314,3317,3316,3317,3317,3317,3317,3317,3318,3317,3317,3318,3318,3317,3323,3319,3316,3316,3316,3316,3315,3315,3320,3319,3319,3319,3320,3322,3320,3315,3315,3316,3317,3320,3317,3321,3320,3320,3320,3320,3320,3321,3320,3318,3319,"3325
"
2016-11-25 12:12:00:694B,$#,2,16590,3314,3324,0,0,0,27,0,295,0,0,0,0,3322,3316,3316,3316,3314,3318,3317,3318,3317,3316,3317,3317,3318,3317,3316,3318,3318,3318,3322,3318,3316,3316,3316,3316,3315,3316,3320,3318,3319,3319,3320,3322,3320,3315,3315,3317,3318,3320,3318,3321,3320,3320,3319,3320,3320,3321,3321,3318,3319,"3324
"
2016-11-25 12:12:01:486B,$#,2,16590,3315,3324,0,0,0,27,0,296,0,0,0,0,3321,3316,3316,3315,3315,3318,3316,3317,3317,3317,3317,3317,3318,3317,3317,3319,3318,3317,3322,3318,3317,3315,3316,3316,3315,3315,3320,3319,3318,3319,3319,3322,3320,3315,3315,3316,3318,3320,3317,3320,3320,3320,3320,3320,3320,3320,3321,3319,3319,"3324
"
2016-11-25 12:12:02:279B,$#,2,16591,3315,3324,0,0,0,27,0,297,0,0,0,0,3321,3317,3316,3315,3315,3317,3317,3318,3317,3317,3317,3318,3318,3317,3317,3318,3318,3318,3323,3318,3316,3316,3316,3316,3315,3315,3320,3320,3319,3319,3319,3323,3320,3315,3315,3316,3318,3320,3318,3321,3320,3320,3320,3320,3320,3321,3321,3319,3319,"3324
"
2016-11-25 12:12:03:071B,$#,2,16591,3315,3324,0,0,0,27,0,297,0,0,0,0,3321,3317,3316,3315,3315,3317,3317,3318,3317,3317,3317,3318,3318,3317,3317,3318,3318,3318,3323,3318,3316,3316,3316,3316,3315,3315,3320,3320,3319,3319,3319,3323,3320,3315,3315,3316,3318,3320,3318,3321,3320,3320,3320,3320,3320,3321,3321,3319,3319,"3324
"
2016-11-25 12:12:04:656B,$#,2,16592,3315,3325,0,0,0,27,0,299,0,0,0,0,3322,3316,3316,3315,3315,3318,3317,3317,3317,3317,3318,3318,3318,3317,3317,3319,3319,3318,3323,3318,3317,3316,3317,3317,3315,3316,3320,3320,3319,3319,3320,3323,3320,3315,3315,3317,3318,3320,3318,3321,3320,3321,3320,3320,3320,3321,3322,3319,3319,"3325
"
2016-11-25 12:12:05:446B,$#,2,16592,3314,3325,0,0,0,27,0,0,0,0,0,0,3322,3317,3316,3316,3314,3318,3317,3317,3317,3317,3318,3318,3318,3317,3317,3318,3318,3318,3322,3318,3317,3317,3317,3316,3315,3315,3320,3319,3319,3319,3320,3322,3320,3316,3315,3317,3318,3320,3318,3321,3320,3320,3320,3320,3320,3321,3322,3319,3320,"3325
"
