2016-11-24 10:25:59:048T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:25:59:466T,$#0,0,0,27,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,27,	
2016-11-24 10:25:59:864T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:26:00:281T,$#0,0,0,27,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,27,	
2016-11-24 10:26:00:679T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:26:00 
2016-11-24 10:26:01:097T,$#0,0,0,27,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,27,	
2016-11-24 10:26:01:494T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:26:01:911T,$#0,0,0,27,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,27,	
2016-11-24 10:26:02:309T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:26:02:726T,$#0,0,0,27,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,27,	
2016-11-24 10:26:03:125T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:26:03:542T,$#0,0,0,27,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,27,	
2016-11-24 10:26:03:939T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:26:04:356T,$#0,0,0,27,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,27,	
2016-11-24 10:26:04:754T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:26:05:171T,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:26:05:569T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:26:05:986T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:26:06:382T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:26:06 
2016-11-24 10:26:06:800T,$#0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,27,	
2016-11-24 10:26:07:198T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:26:07:615T,$#0,0,0,27,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:26:08:013T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:26:08:430T,$#0,0,0,27,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:26:08 
2016-11-24 10:26:08:827T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:26:09:247T,$#0,0,0,27,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,27,	
2016-11-24 10:26:09:642T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:26:10:061T,$#0,0,0,27,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:26:10:458T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:26:10 
2016-11-24 10:26:10:875T,$#0,0,0,27,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:26:11:272T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:26:11:689T,$#0,0,0,27,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:26:12:088T,0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:26:12:505T,$#0,0,0,27,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:26:12 
2016-11-24 10:26:12:902T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:26:15:423T,$#0,0,0,27,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,27,	
2016-11-24 10:26:15:820T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:26:16:238T,$#0,0,0,27,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,27,	
2016-11-24 10:26:16:635T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:26:16 
2016-11-24 10:26:17:053T,$#0,0,0,27,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,27,	
2016-11-24 10:26:17:453T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:26:17:869T,$#0,0,0,27,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,27,	
2016-11-24 10:26:18:266T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:26:18:682T,$#0,0,0,27,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,27,	
2016-11-24 10:26:18 
2016-11-24 10:26:19:080T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:26:19:497T,$#0,0,0,27,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,27,	
2016-11-24 10:26:19:894T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:26:20:314T,$#0,0,0,27,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,28,	
2016-11-24 10:26:20:713T,$#0,0,29,29,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-24 10:26:20 
