2016-11-25 16:06:46:350B,$#,2,16857,3362,3390,0,0,0,27,0,214,0,0,0,0,3366<3367,3367,3370,3370,3375,3371,3376,3366,3376,3370,3370,3374,3375,3376,3374,3373,3370,3368,3381,3364,3364,3364,3365,3364,3363,3374,3374,3375,3375,3377,3375,3376,3363,3362,3363,3367,3372,3367,3372,3371,3374,3372,3372,3373,3374,3376,3379,3379,"3390
"
2016-11-25 16:06:47:141B,$#,2,16856,3363,3389,0,0,0,27,0,215,0,0,0,0,3365,3367,3367,3370,3370,3375,3371,3376,3366,3376,3370,3370,3374,3375,3376,3373,3373,3370,3368,3381,3364,3364,3363,3364,3364,3363,3375,3374,3375,3375,3376,3375,3376,3363,3363,3363,3367,3372,3367,3372,3372,3374,3373,3372,3373,3374,3376,3379,3378,"3389
"
