2016-11-28 14:31:13:089T,$#,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,33,0,0,0,33,	
2016-11-28 14:31:13:880T,$#,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,33,0,0,0,33,	
2016-11-28 14:31:14:670T,$#,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,33,0,0,0,33,	
2016-11-28 14:31:15:461T,$#,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,33,0,0,0,33,	
2016-11-28 14:31:16:252T,$#,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,33,0,0,0,33,	
2016-11-28 14:31:17:043T,$#,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,33,0,0,0,33,	
2016-11-28 14:31:17:834T,$#,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,33,0,0,0,33,	
2016-11-28 14:31:18:630T,,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,33,0,0,0,33,	
2016-11-28 14:31:19:417T,$#,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,33,0,0,0,33,	
2016-11-28 14:31:20:208T,$#,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,33,0,0,0,33,	
2016-11-28 14:31:21:790T,$#,2,0,0,0,33,0,0,0,#4,0,0,0,34,0,0,0,33,0,0,0,33,	
2016-11-28 14:31:22:582T,$#,2,0,0,8,33,0,0,0,34,0,0,0,34,0,0,0,33,0,0,0,33,	
2016-11-28 14:31:23:373T,$#,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,33,0,0,0,33,	
2016-11-28 14:31:24:164T,$#,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,33,0,0,0,33,	
2016-11-28 14:31:24:955T,$#,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,33,0,0,0,33,	
2016-11-28 14:31:25:746T,$#,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,33,0,˜	
2016-11-28 14:31:26:537T,$#,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,33,0,0,0,33,	
2016-11-28 14:31:28:120T,$#,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,33,0,0,0,33,	
2016-11-28 14:31:28:911T,$#,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,33,0,0,0,33,	
2016-11-28 14:31:29:702T,$#,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,33,0,0,0,33,	
2016-11-28 14:31:30:493T,,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,33,0,0,0,33,	
2016-11-28 14:31:32:075T,$#,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,33,0,0,0,33,	
2016-11-28 14:31:32:866T,$#,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,33,0,0,0,33,	
2016-11-28 14:31:33:660T,$#,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,33,0,0,0,33,	
2016-11-28 14:31:36:460T,$#,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,33,0,0,0,33,	
2016-11-28 14:31:37:251T,$#,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,33,0,0,0,33,	
2016-11-28 14:31:38:042T,$#,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,33,0,0,0,33,	
2016-11-28 14:31:38:836T,$#,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,33,0,0,0,33,	
2016-11-28 14:31:39:624T,$#,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,33,0,1,0,33,	
2016-11-28 14:31:40:416T,$#,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,33,0,0,0,33,	
2016-11-28 14:31:41:206T,$#,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,33,0,0,0,33,	
2016-11-28 14:31:41:997T,$#,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,33,0,0,0,33,	
