2016-11-24 16:47:05:508B,$#,1,16691,3332,3341,0,0,0,28,0,107,0,0,0,1,3335,3338,3339,3338,3338,3340,3340,3340,3340,3341,3339,3339,3339,3338,3339,3336,3337,3339,3339,3338,3338,3336,3336,3332,3336,3339,3338,3339,3339,3338,3339,3338,3339,3339,3338,3339,3339,3337,3338,3339,3338,3338,3339,3341,3341,3340,3337,3340,3338,"3336
"
2016-11-24 16:47:06:317B,$#,1,16691,3331,3341,0,0,0,28,0,108,0,0,0,1,3335,3338,3339,3338,3339,3340,3340,3340,3340,3341,3339,3339,3339,3339,3339,3337,3337,3338,3339,3338,3338,3336,3336,3331,3336,3339,3337,3338,3339,3339,3339,3338,3339,3339,3337,3339,3339,3338,3338,3338,3339,3338,3339,3341,3341,3340,3337,3340,3338,"3336
"
2016-11-24 16:47:07:126B,$#,1,16692,3331,3341,0,0,0,28,0,109,0,0,0,1,3335,3339,3339,3338,3339,3340,3340,3341,3340,3341,3339,3339,3339,3338,3339,3337,3337,3339,3339,3339,3338,3336,3336,3331,3336,3339,3338,3339,3339,3339,3338,3338,3339,3339,3338,3339,3339,3337,3338,3338,3339,3338,3338,3341,3341,3340,3338,3340,3338,"3336
"
2016-11-24 16:47:07:932B,$#,1,16691,3331,3341,0,0,0,28,0,110,0,0,0,1,3335,3338,3339,3338,3339,3339,3340,3341,3340,3341,3339,3338,3339,3339,3339,3337,3337,3339,3339,3339,3338,3336,3336,3331,3336,3339,3338,3339,3339,3339,3338,3338,3339,3339,3338,3339,3339,3338,3337,3338,3339,3338,3338,3341,3341,3340,3337,3339,3338,"3336
"
2016-11-24 16:47:08:740B,,1,16691,3331,3341,0,0,0,28,0,111,0,0,0,1,3335,3338,3338,3338,3338,3340,3339,3341,3340,3341,3339,3338,3338,3339,3339,3337,3337,3339,3339,3339,3338,3336,3336,3331,3336,3339,3338,3339,3339,3338,3339,3338,3339,3339,3337,3339,3338,3337,3338,3339,3339,3338,3339,3341,3341,3340,3338,3339,3338,"3336
"
2016-11-24 16:47:09:549B,$#,1,16691,3331,3341,0,0,0,28,0,111,0,0,0,1,3335,3338,3338,3338,3338,3340,3339,3341,3340,3341,3339,3338,3338,3339,3339,3337,3337,3339,3339,3339,3338,3336,3336,3331,3336,3339,3338,3339,3339,3338,3339,3338,3339,3339,3337,3339,3338,3337,3338,3339,3339,3338,3339,3341,3341,3340,3338,3339,3338,"3336
"
2016-11-24 16:47:10:358B,$#,1,16691,3331,3341,0,0,0,28,0,112,0,0,0,1,3335,3339,3339,3338,3339,3340,3340,3340,3340,3341,3339,3338,3339,3339,3339,3336,3337,3339,3339,3338,3338,3336,3336,3331,3335,3339,3338,3339,3339,3338,3338,3338,3339,3339,3338,3339,3339,3338,3338,3338,3339,3339,3339,3341,3341,3340,3338,3339,3338,"3336
"
2016-11-24 16:47:11:168B,$#,1,16691,3331,3341,0,0,0,28,0,113,0,0,0,1,3335,3338,3339,3338,3338,3340,3340,3340,3339,3341,3339,3338,3339,3339,3339,3337,3336,3339,3339,3338,3338,3336,3336,3331,3336,3339,3338,3339,3339,3338,3339,3338,3339,3339,3338,3339,3339,3338,3337,3338,3339,3339,3338,3341,3341,3340,3338,3340,3338,"3336
"
2016-11-24 16:47:11:973B,$#,1,16691,3331,3341,0,0,0,28,0,114,0,0,0,1,3335,3338,3339,3339,3338,3340,3340,3340,3340,3341,3339,3339,3339,3339,3339,3337,3336,3339,3339,3338,3338,3336,3336,3331,3335,3339,3338,3339,3339,3338,3339,3338,3339,3339,3338,3339,3339,3337,3337,3338,3339,3338,3339,3341,3341,3340,3338,3340,3338,"3336
"
2016-11-24 16:47:12:782B,$#,1,16691,3331,3341,0,0,0,28,0,115,0,0,0,1,3335,3338,3338,3338,3338,3340,3340,3340,3340,3341,3339,3338,3339,3339,3339,3336,3337,3339,3339,3339,3338,3335,3336,3331,3335,3339,3338,3339,3339,3339,3339,3338,3339,3339,3338,3339,3338,3337,3338,3338,3339,3338,3338,3341,3341,3340,3337,3340,3338,"3336
"
2016-11-24 16:47:13:595B,$#,1,16691,3331,3341,0,0,0,28,0,116,0,0,0,1,10018,12322,12578,12322,3338,3340,3340,3340,3340,3341,3339,3338,3339,3339,3339,3336,3337,3339,3339,3339,3338,3335,3336,3331,3335,3339,3338,3339,3339,3339,3339,3338,3339,3339,3338,3339,3338,3337,3338,3338,3339,3338,3338,3341,3341,3340,3337,3340,3338,"3336
"
2016-11-24 16:47:14:399B,$#,1,16692,3331,3341,0,0,0,28,0,116,0,0,0,1,3335,3338,3339,3338,3339,3340,3340,3341,3340,3341,3339,3339,3339,3339,3339,3337,3338,3339,3339,3338,3338,3336,3336,3331,3336,3339,3338,3339,3339,3339,3339,3338,3339,3339,3338,3339,3339,3338,3337,3338,3339,3339,3338,3341,3341,3340,3338,3339,3338,"3336
"
