2016-11-28 10:01:31:933B,$#,2,16796,3356,3366,0,0,0,28,0,85,0,0,0,1,3363,3358,3357,3357,3356,3358,3358,3359,3359,3359,3359,3359,3358,3359,3358,3360,3360,3359,3360,3360,3359,3359,3359,3359,3358,3358,3359,3360,3359,3358,3359,3364,3359,3358,3357,3359,3359,3360,3359,3362,3360,3359,3359,3359,3360,3359,3360,3359,3360,"3366
"
2016-11-28 10:01:32:726B,$#,2,16797,3357,3366,0,0,0,28,0,86,0,0,0,1,3364,3358,3357,3357,3357,3358,3358,3360,3359,3359,3359,3359,3359,3359,3358,3360,3360,3359,3361,3360,3359,3359,3359,3359,3358,3358,3359,3360,3359,3358l3359,3365,3360,3357,3357,3358,3359,3360,3359,3362,3360,3360,3360,3360,3360,3360,3360,3360,3361,"3366
"
