2016-11-30 11:42:35:125xx$#,1,0,0,0,27,0,0,0,27,0,0,0,26,0,0,0,26,0,0,0,26,	 B,$#,1,16656,3327,3334,0,0,0,27,0,201,0,0,0,0,3331,3331,3332,3332,3330,3330,3333,3333,3333,3332,3331,3331,3332,3331,3332,3330,3330,3332,3332,3331,3331,3329,3330,3327,3328,3333,3331,3332,3332,3332,3332,3331,3332,3332,3331,3331,3332,3331,3330,3332,3331,3330,3330,3332,3331,3334,3331,3333,3331,"3331
"
2016-11-30 11:42:35:980 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,26,0,0,0,26,0,0,0,26,	 B,$#,1,16656,3327,3334,0,0,0,27,0,202,0,0,0,0,3331,3331,3331,3332,3330,3330,3334,3333,3333,3331,3332,3331,3331,3331,3332,3330,3331,3332,3333,3331,3330,3329,3330,3327,3328,3333,3331,3332,3333,3332,3332,3331,3332,3332,3331,3332,3332,3330,3331,3331,3331,3331,3330,3332,3331,3333,3331,3333,3331,"3330
"
2016-11-30 11:42:36:834 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,26,0,0,0,26,0,0,0,26,	 B,$#,1,3331,3330,3334,0,0,0,27,0,203,0,0,0,0,3330,3331,3332,3332,3331,3330,3334,3333,3333,3331,3331,3331,3331,3332,3332,3330,3331,3332,3333,3331,3330,3329,3330,3327,3328,3333,3331,3332,3333,3332,3332,3331,3332,3332,3331,3332,3332,3330,3331,3331,3331,3331,3330,3332,3331,3333,3331,3333,3331,"3330
"
2016-11-30 11:42:37:689 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,26,0,0,0,26,0,0,0,26,	 B,$#,1,16656,3327,3334,0,0,0,27,0,203,0,0,0,0,3330,3331,3332,3332,3331,3330,3334,3333,3333,3331,3331,3331,3331,3332,3332,3329,3330,3332,3333,3331,3330,3329,3330,3327,3329,3333,3331,3332,3333,3332,3332,3331,3332,3333,3330,3332,3332,3331,3330,3331,3330,3330,3331,3332,3331,3334,3331,3333,3331,"3330
"
2016-11-30 11:42:38:545 B,,3,4095,"
",1,0,0,0,27,0,0,0,27,0,0,0,26,0,0,0,26,0,0,0,26,	 B,$#,1,16656,3327,3334,0,0,0,27,0,204,0,0,0,0,3331,3331,3332,3331,3331,3330,3334,3333,3333,3332,3332,3331,3331,3332,3332,3329,3330,3332,3332,3332,3330,3329,3330,3327,3329,3333,3331,3332,3333,3331,3333,3331,3332,3332,3331,3332,3332,3331,3331,3332,3330,3330,3330,3332,3331,3334,3331,3333,3331,"3330
"
2016-11-30 11:42:39:398 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,26,0,0,0,26,0,0,0,26,	 B,$#,1,16656,3327,3335,0,0,0,27,0,205,0,0,0,0,3330,3331,3332,3331,3331,3330,3335,3333,3333,3332,3332,3332,3331,3331,3331,3330,3331,3333,3332,3331,3330,3329,3329,3327,3329,3333,3331,3332,3333,3332,3332,3332,3332,3332,3331,3331,3333,3331,3330,3331,3330,3330,3331,3332,3331,3334,3330,3333,3331,"3330
"
2016-11-30 11:42:40:254 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,26,0,0,0,26,0,0,0,26,	 B,$#,1,16656,3327,3334,0,0,0,27,0,206,0,0,0,0,3330,3332,3332,3331,3330,3330,3334,3333,3333,3332,3332,3332,3331,3332,3332,3330,3331,3332,3333,3332,3330,3329,3329,3327,3328,3332,3331,3333,3333,3331,3332,3331,3333,3332,3331,3332,3332,3331,3331,3332,3330,3330,3330,3332,3331,3333,3331,3333,3331,"3330
"
2016-11-30 11:42:41:109 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,26,0,0,0,26,0,0,0,26,	 B,$#,1,16656,3327,3334,0,0,0,27,0,207,0,0,0,0,3331,3331,3331,3332,3330,3330,3334,3333,3333,3331,3332,3331,3331,3331,3331,3329,3330,3332,3333,3331,3330,3329,3329,3327,3328,3333,3331,3333,3333,3332,3332,3332,3332,3332,3331,3332,3332,3331,3331,3331,3330,3330,3330,3332,3331,3334,3331,3333,3331,"3331
"
2016-11-30 11:42:41:963 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,26,0,0,0,26,0,0,0,26,	 B,$#,1,16656,3327,3334,0,0,0,27,0,208,0,0,0,0,3331,3331,3332,3331,3331,3330,3334,3333,3333,3331,3332,3332,3332,3331,3332,3330,3331,3332,3333,3332,3330,3329,3329,3327,3329,3333,3331,3332,3333,3332,3332,3331,3332,3332,3331,3332,3332,3331,3331,3331,3330,3330,3330,3332,3331,3333,3331,3333,3331,"3330
"
2016-11-30 11:42:42:818 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,26,0,0,0,26,0,0,0,26,	 B,$#,1,16656,3327,3334,0,0,0,27,0,208,0,0,0,0,3331,3331,3332,3331,3331,3330,3334,3333,3333,3331,3332,3332,3332,3331,3332,3330,3331,3332,3333,3332,3330,3329,3329,3327,3329,3333,3331,3332,3333,3332,3332,3331,3332,3332,3331,3332,3332,3331,3331,3331,3330,3330,3330,3332,3331,3333,3331,3333,3331,"3330
"
2016-11-30 11:42:43:675 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,26,0,0,0,26,0,0,0,26,	 B,$#,1,16656,3327,3334,0,0,0,27,0,209,0,0,0,0,3331,3331,3332,3331,3331,3330,3334,3333,3332,3331,3332,3331,3331,3332,3331,3329,3331,3333,3333,3332,3330,3328,3329,3327,3328,3333,3331,3333,3333,3332,3332,3331,3333,3332,3331,3332,3332,3331,3331,3331,3331,3330,3330,3332,3331,3334,3331,3333,3331,"3330
"
2016-11-30 11:42:44:529 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,26,0,0,0,26,0,0,0,26,	 B,$#,1,16656,3327,3334,0,0,0,27,0,210,0,0,0,0,3331,3331,3331,3331,3330,3330,3334,3333,3332,3331,3332,3332,3331,3331,3332,3330,3331,3333,3333,3331,3331,3329,3330,3327,3329,3333,3331,3333,3332,3331,3332,3331,3333,3332,3331,3332,3332,3330,3331,3332,3330,3331,3330,3332,3331,3334,3331,3333,3331,"3330
"
2016-11-30 11:42:45:383 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,26,0,0,0,26,0,0,0,26,	 B,$#,1,16656,3327,3334,0,0,0,27,0,211,0,0,0,0,3331,3331,3332,3332,3331,3330,3334,3333,3333,3331,3332,3332,3331,3332,3331,3330,3331,3332,3332,3332,3330,3328,3330,3327,3329,3333,3331,3332,3333,3332,3332,3331,3332,3332,3331,3332,3332,3331,3331,3331,3330,3330,3330,3332,3331,3334,3331,3333,3331,"3330
"
2016-11-30 11:42:46:243 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,26,0,0,0,26,0,0,0,26,	 B,$#,1,16656,3327,3335,0,0,0,27,0,212,0,0,0,0,3331,3331,3332,3331,3330,3330,3335,3333,3333,3331,3332,3331,3332,3331,3332,3330,3330,3332,3332,3332,3330,3329,3330,3327,3328,3333,3331,3332,3332,3331,3333,3331,3333,3332,3331,3332,3332,3331,3331,3332,3330,3330,3330,3332,3331,3334,3331,3333,3331,"3331
"
2016-11-30 11:42:47:094 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,26,0,0,0,26,0,0,0,26,	 B,$#,1,16655,3327,3334,0,0,0,27,0,213,0,0,0,0,3331,3331,3332,3332,3330,3330,3334,3333,3333,3331,3331,3331,3331,3332,3331,3329,3330,3333,3333,3331,3330,3329,3329,3327,3328,3333,3331,3332,3333,3331,3332,3331,3332,3332,3331,3332,3332,3331,3331,3331,3330,3330,3330,3332,3331,3334,3331,3333,3331,"3330
"
2016-11-30 11:42:47:948 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,26,0,0,0,26,0,0,0,26,	 B,$#,1,14990,3327,3335,0,0,0,27,0,214,0,0,0,0,3331,3331,3332,3331,3330,3330,3335,3333,3333,3331,3332,3331,3331,3332,3332,3330,3330,3332,3333,3332,3330,3329,3330,3327,3328,3333,3331,3332,3333,3331,3332,3331,3332,3332,3331,3332,3332,3331,3331,3332,3330,3330,3331,3332,3331,3334,3331,3333,3331,"3331
"
2016-11-30 11:42:48:803 B,,3,4095,"
$#",1,0,0,0,27,0,0,0,27,0,0,0,26,0,0,0,26,0,0,0,26,	 B,$#,1,16656,3327,3335,0,0,0,27,0,214,0,0,0,0,3331,3331,3332,3331,3330,3330,3335,3333,3333,3331,3332,3331,3331,3332,3332,3330,3330,3332,3333,3332,3330,3329,3330,3327,3328,3333,3331,3332,3333,3331,3332,3331,3332,3332,3331,3332,3332,3331,3331,3332,3330,3330,3331,3332,3331,3334,3331,3333,3331,"3331
"
