2016-11-29 10:37:14:385xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxB,$#,2,16687,3335,3339,0,0,0,27,0,64,0,0,0,1,3335,3337,3336,3337,3336,3339,3338,3338,3338,3338,3338,3337,3338,3337,3337,3339,3339,3338,3337,3338,3337,3337,3337,3336,3336,3336,3338,3338,3338,3338,3338,3338,3338,3336,3336,3337,3338,3338,3338,3338,3338,3339,3337,3337,3337,3338,3337,3338,3338,"3336
"
2016-11-29 10:37:15:198$#,2,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	B,$#,2,16686,3335,3339,0,0,0,27,0,65,0,0,0,1,3335,3337,3336,3337,3337,3339,3338,3338,3338,3337,3337,3337,3338,3337,3337,3339,3339,3338,3337,3338,3337,3336,3337,3337,3336,3336,3338,3338,3338,3337,3338,3338,3338,3336,3336,3337,3338,3338,3338,3338,3338,3338,3337,3338,3337,3338,3337,3338,3338,"3336
"
2016-11-29 10:37:16:011$#,2,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	B,$#,2,16686,3335,3339,0,0,0,27,0,65,0,0,0,1,3335,3337,3336,3337,3337,3339,3338,3338,3338,3337,3337,3337,3338,3337,3337,3339,3339,3338,3337,3338,3337,3336,3337,3337,3336,3336,3338,3338,3338,3337,3338,3338,3338,3336,3336,3337,3338,3338,3338,3338,3338,3338,3337,3338,3337,3338,3337,3338,3338,"3336
"
2016-11-29 10:37:16:825$#,2,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	B,$#,2,16686,3335,3339,0,0,0,27,0,66,0,0,0,1,3335,3337,3337,3337,3336,3338,3338,3338,3338,3338,3338,3337,3338,3337,3337,3338,3339,3338,3337,3338,3337,3336,3336,3337,3336,3336,3338,3337,3338,3338,3338,3338,3338,3336,3336,3337,3338,3338,3338,3338,3338,3338,3337,3337,3337,3338,3337,3338,3338,"3336
"
2016-11-29 10:37:17:639$#,2,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	B,$#,2,16687,3335,3339,0,0,0,27,0,67,0,0,0,1,3335,3338,3336,3337,3336,3338,3338,3337,3338,3338,3337,3338,3338,3337,3337,3339,3339,3338,3338,3338,3337,3336,3337,3337,3336,3336,3338,3338,3338,3338,3338,3338,3338,3336,3336,3337,3338,3338,3338,3338,3338,3338,3337,3337,3337,3338,3338,3338,3338,"3336
"
2016-11-29 10:37:19:265,2,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	B,$#,2,16686,3334,3339,0,0,0,27,0,69,0,0,0,1,3334,3337,3337,3338,3336,3339,3338,3338,3338,3337,3338,3338,3337,3337,3337,3338,3339,3338,3337,3338,3338,3336,3337,3336,3336,3336,3338,3338,3338,3338,3338,3338,3338,3336,3336,3337,3338,3338,3338,3338,3337,3338,3337,3337,3337,3338,3337,3337,3337,"3336
"
2016-11-29 10:37:20:083,2,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	B,$#,2,10011,3335,3339,0,0,0,27,0,70,0,0,0,1,3335,3337,3336,3337,3336,3339,3338,3338,3338,3337,3337,3337,3338,3337,3337,3338,3339,3338,3337,3338,3337,3336,3337,3337,3336,3336,3338,3338,3338,3337,12066,11810,12066,10786,10786,3337,3338,3338,3338,3338,3337,3338,3337,3337,3337,3338,3337,3337,3337,"3336
"
2016-11-29 10:37:20:891$#,2,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	B,$#,2,16686,3335,3339,0,0,0,27,0,70,0,0,0,1,3335,3337,3336,3337,3336,3339,3338,3338,3338,3337,3337,3337,3338,3337,3337,3338,3339,3338,3337,3338,3337,3336,3337,3337,3336,3336,3338,3338,3338,3337,3338,3338,3338,3336,3336,3337,3338,3338,3338,3338,3338,3338,3337,3337,3338,3337,3338,3338,3338,"3335
"
2016-11-29 10:37:21:704$#,2,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	B,$#,2,16687,3335,3339,0,0,0,27,0,71,0,0,0,1,3335,3338,3336,3338,3337,3338,3338,3338,3338,3338,3337,3338,3337,3337,3337,3338,3339,3338,3337,3338,3337,3336,3337,3337,3336,3336,3338,3338,3338,3337,3338,3338,3338,3336,3336,3337,3338,3338,3338,3338,3338,3338,3337,3338,3337,3338,3338,3338,3337,"3336
"
2016-11-29 10:37:22:517$#,2,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	B,$#,2,16687,3335,3339,0,0,0,27,0,72,0,0,0,1,3335,3337,3337,3337,3337,3339,3338,3338,3338,3338,3337,3338,3338,3337,3337,3339,3339,3338,3338,3338,3337,3336,3337,3336,3336,3336,3338,3338,3338,3338,3338,3338,3338,3336,3336,3337,3338,3338,3338,3338,3338,3338,3337,3337,3337,3338,3337,3338,3338,"3335
"
2016-11-29 10:37:23:330$#,2,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	B,$#,2,16686,3335,3339,0,0,0,27,0,73,0,0,0,1,3335,3337,3337,3337,3336,3339,3338,3338,3338,3338,3338,3337,3338,3337,3337,3338,3339,3338,3337,3337,3336,3336,3337,3337,3336,3336,3338,3337,3338,3338,3338,3338,3338,3336,3336,3337,3338,3338,3338,3338,3337,3338,3337,3338,3337,3338,3338,3338,3338,"3336
