2016-11-28 11:22:30:103T,2,$#,2,0,0,0,30,0,0,0,30,0,0,0,30,0,0,0,30,0,0,0,29,	
2016-11-28 11:22:30:895T,2,$#,2,0,0,0,30,0,0,0,30,0,0,0,3°,0,0,0,30,0,0,0,29,	
