2016-11-29 14:01:40:207xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx B,$#,2,16684,3335,3339,0,0,0,28,0,34,0,0,0,3,3335,3336,3337,3337,3336,3338,3337,3337,3338,3337,3337,3337,3337,3336,3337,3338,3339,3338,3336,3337,3336,3336,3337,3337,3336,3335,3337,3336,3337,3337,3338,3337,3338,3335,3336,3336,3337,3338,3338,3338,3337,3338,3336,3337,3336,3338,3337,3337,3337,"3336
"
2016-11-29 14:01:41:024 B,,3,4095,"
T",$#,2,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,27,0,0,0,28,	 B,$#,2,16684,3335,3339,0,0,0,28,0,35,0,0,0,3,3335,3337,3336,3337,3336,3338,3337,3337,3338,3337,3337,3337,3337,3337,3336,3338,3339,3338,3336,3337,3336,3336,3336,3336,3335,3336,3337,3337,3338,3337,3338,3337,3338,3336,3336,3336,3337,3338,3338,3338,3338,3337,3336,3337,3336,3337,3337,3337,3337,"3335
"
2016-11-29 14:01:41:842 B,,3,4095,"
T",$#,2,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,27,0,0,0,28,	 B,$#,2,16684,3335,3339,0,0,0,28,0,35,0,0,0,3,3335,3337,3336,3337,3336,3338,3337,3337,3338,3337,3337,3337,3337,3337,3336,3338,3339,3338,3336,3337,3336,3336,3336,3336,3335,3336,3337,3337,3338,3337,3338,3337,3338,3336,3336,3336,3337,3338,3338,3338,3338,3337,3336,3337,3336,3337,3337,3337,3337,"3335
"
2016-11-29 14:01:42:660 B,,3,4095,"
T",$#,2,0,0,0,28,0,0,0,28,0,0,0,28,0,0,0,27,0,0,0,28,	 B,$#,2,16684,3334,3338,0,0,0,28,0,36,0,0,0,3,3334,3336,3337,3337,3336,3338,3337,3338,3338,3337,3337,3337,3337,3336,3336,3338,3338,3337,3337,3338,3336,3336,3336,3336,3335,3336,3337,3337,3338,3337,3337,3338,3338,3336,3336,3336,3338,3337,3338,3337,3337,3338,3337,3336,3336,3338,3337,3337,3337,"3335
"
