2016-11-29 17:20:36:885 B,,3,4095,"
$#",2,0,0,0,30,0,0,0,30,0,0,0,31,0,0,0,30,0,30,0,0,	 B,$#,2,14582,2760,2969,0,0,0,31,7,142,1641,0,0,1,2926,2914,2913,2926,2914,2926,2925,2924,2924,2930,2930,2930,2929,2930,2932,2924,2924,2924,2923,2926,2932,2930,2933,2969,2932,2925,2923,2920,2912,2911,2915,2915,2923,2916,2927,2924,2924,2925,2779,2926,2928,2760,2927,2766,2929,2931,2931,2932,2931,"2939
"
2016-11-29 17:20:37:711 B,,3,4095,"
$#",2,0,0,0,30,0,0,0,30,0,0,0,31,0,0,0,30,0,30,0,0,	 B,$#,2,14582,2760,2969,0,0,0,30,8,143,1642,0,0,1,2927,2914,2913,2925,2914,2925,2925,2924,2925,2931,2930,2930,2929,2930,2932,2924,2924,2924,2922,2926,2932,2931,2933,2969,2932,2925,2922,2920,2911,2911,2915,2915,2922,2916,2927,2924,2924,2925,2779,2926,2928,2760,2927,2766,2928,2932,2931,2932,2931,"2939
"
2016-11-29 17:20:38:536 B,,3,4095,"
$#",2,0,0,0,30,0,0,0,30,0,0,0,30,0,0,0,30,0,30,0,0,	 B,$#,2,14582,2760,2968,0,0,0,30,9,144,1643,0,0,1,2926,2914,2913,2926,2914,2925,2925,2925,2924,2931,2931,2929,2929,2929,2932,2923,2924,2923,2923,2926,2931,2930,2932,2968,2932,2925,2923,2920,2912,2911,2915,2914,2922,2916,2927,2924,2924,2925,2779,2926,2927,2760,2927,2767,2929,2931,2931,2932,2931,"2938
"
2016-11-29 17:20:39:360 B,,3,4095,"
$#",2,0,0,0,30,0,0,0,30,0,0,0,30,0,0,0,30,0,30,0,0,	 B,$#,2,14582,2760,2968,0,0,0,30,9,144,1643,0,0,1,2926,2914,2913,2926,2914,2925,2925,2925,2924,2931,2931,2929,2929,2929,2932,2923,2924,2923,2923,2926,2931,2930,2932,2968,2932,2925,2923,2920,2912,2911,2915,2914,2922,2916,2927,2924,2924,2925,2779,2926,2927,2760,2927,2767,2929,2931,2931,2932,2931,"2938
"
2016-11-29 17:20:40:187 B,,3,4095,"
$#",2,0,0,0,30,0,0,0,30,0,0,0,30,0,0,0,30,0,30,0,0,	 B,$#,2,14582,2760,2968,0,0,0,31,10,145,1644,0,0,1,2927,2914,2912,2925,2914,2925,2925,2924,2925,2931,2930,2930,2929,2930,2932,2924,2924,2924,2922,2926,2932,2931,2932,2968,2932,2926,2922,2920,2911,2911,2915,2915,2922,2916,2927,2924,2924,2925,2779,2926,2927,2760,2927,2767,2928,2932,2931,2933,2931,"2939
"
2016-11-29 17:20:41:012 B,,3,4095,"
$#",2,0,0,0,30,0,0,0,30,0,0,0,31,0,0,0,30,0,30,0,0,	 B,$#,2,14582,2760,2968,0,0,0,30,11,146,1645,0,0,1,2926,2915,2913,2926,2914,2926,2925,2924,2924,2931,2931,2930,2929,2930,2932,2924,2924,2924,2922,2926,2932,2930,2932,2968,2932,2926,2923,2920,2911,2911,2915,2915,2922,2915,2927,2924,2924,2925,2779,2926,2928,2760,2927,2767,2929,2932,2931,2932,2931,"2939
"
2016-11-29 17:20:41:837 B,,3,4095,"
$#",2,0,0,0,30,0,0,0,30,0,0,0,30,0,0,0,30,0,30,0,0,	 B,$#,2,14582,2760,2968,0,0,0,31,12,147,1646,0,0,1,2927,2914,2913,2926,2914,2926,2924,2924,2925,2930,2931,2929,2929,2929,2932,2924,2924,2924,2922,2926,2932,2930,2932,2968,2932,2925,2923,2920,2912,2911,2915,2915,2922,2916,2927,2925,2924,2925,2779,2926,2927,2760,2927,2767,2929,2932,2931,2933,2931,"2938
"
2016-11-29 17:20:42:662 B,,3,4095,"
$#",2,0,0,0,30,0,0,0,30,0,0,0,31,0,0,0,30,0,30,0,0,	 B,$#,2,14582,2760,2968,0,0,0,30,13,148,1647,0,0,1,2927,2914,2913,2926,2915,2926,2925,2924,2925,2931,2931,2930,2929,2930,2932,2924,2924,2924,2922,2926,2931,2930,2932,2968,2932,2925,2922,2921,2911,2911,2915,2914,2922,2916,2927,2924,2924,2925,2779,2926,2927,2760,2927,2767,2928,2932,2931,2933,2931,"2938
"
2016-11-29 17:20:43:487 B,,3,4095,"
$#",2,0,0,0,30,0,0,0,30,0,0,0,30,0,0,0,30,0,30,0,0,	 B,$#,2,14582,2760,2968,0,0,0,30,14,149,1648,0,0,1,2927,2914,2913,2926,2914,2925,2925,2924,2925,2931,2930,2929,2929,2930,2932,2923,2924,2924,2922,2926,2932,2930,2933,2968,2931,2925,2923,2920,2912,2911,2915,2915,2923,2916,2927,2924,2924,2925,2779,2926,2927,2760,2927,2767,2929,2931,2931,2932,2931,"2938
"
2016-11-29 17:20:44:312 B,,3,4095,"
$#",2,0,0,0,30,0,0,0,30,0,0,0,30,0,0,0,30,0,30,0,0,	 B,$#,2,14582,2760,2968,0,0,0,30,14,149,1648,0,0,1,2927,2914,2913,2926,2914,2925,2925,2924,2925,2931,2930,2929,2929,2930,2932,2923,2924,2924,2922,2926,2932,2930,2933,2968,2931,2925,2923,2920,2912,2911,2915,2915,2923,2916,2927,2924,2924,2925,2779,2926,2927,2760,2927,2767,2929,2931,2931,2932,2931,"2938
"
