2016-11-28 11:20:56:982B,$#,2,16769,3347,3358,0,0,0,30,0,274,0,0,0,1,3347,3351,3351,3352,3351,3355,3353,3354,3352,3354,3355,3356,3358,3357,3357,3354,3355,3354,3351,3356l3352,3351,3351,3351,3351,3349,3356,3356,3356,3356,3357,3357,3357,3350,3350,3350,3353,3356,3354,3355,3355,3357,3355,3355,3355,3355,3354,3355,3355,"3354
"
2016-11-28 11:20:57:776B,$#,2,16769,3348,3357,0,0,0,30,0,275,0,0,0,1,3348,3351,3351,3351,3351,3355,3353,3354,3352,3354,3356,3356,3357,3357¬3357,3355,3355,3354,3351,3356,3352,3352,3352,3352,3351,3349,3356,3355,3356,3356,3357,3357,3357,3349,3350,3350,3354,3356,3354,3356,3355,3356,3355,3355,3355,3354,3355,3355,3355,"3353
"
