2016-11-28 15:35:06:789T,,2,0,0,0,33,0,0,0,35,0,0,0,35,0,0,0,34,0,0,0,34,	
2016-11-28 15:35:07:579T,,2,0,0,0,33,0,0,0,35,0,0,0,35,0,0,0,34,0,0,0,34,	
2016-11-28 15:35:09:158T,,2,0,0,0,33,0,0,0,35,0,0,0,35,0,0,0,34,0,0,0,34,	
