2016-11-29 15:21:09:270 B,,3,4095,"
T",$#,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15557,3107,3116,0,0,0,34,0,114,0,0,0,3,3111,3111,3111,3109,3107,3107,3107,3108,3107,3107,3114,3114,3114,3113,3113,3109,3109,3109,3112,3108,3115,3116,3116,3115,3115,3110,3112,3113,3113,3112,3113,3114,3114,3114,3113,3113,3115,3112,3115,3112,3111,3112,3112,3111,3111,3108,3108,3108,3108,"3110
"
2016-11-29 15:21:10:093 B,,3,4095,"
T",$#,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15557,3106,3116,0,0,0,34,0,115,0,0,0,3,3111,3111,3110,3109,3108,3107,3106,3108,3107,3107,3114,3114,3114,3113,3113,3109,3109,3109,3112,3108,3115,3115,3116,3115,3115,3111,3112,3113,3113,3112,3113,3114,3114,3114,3113,3113,3115,3112,3115,3112,3111,3112,3112,3111,3111,3108,3108,3108,3108,"3110
"
2016-11-29 15:21:10:914 B,,3,4095,"
T",$#,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,4665,3106,3115,0,0,0,33,0,116,0,0,0,3,3111,3111,3111,3109,3108,3106,3107,3108,3107,3107,3114,3114,3115,3113,3113,3109,3110,3109,3111,3109,3115,3115,3116,3115,3115,3111,3112,3113,3113,3112,3113,3114,3114,3114,3113,3113,3115,3112,3115,3112,3111,3112,3112,3111,3111,3108,3108,3108,3108,"3110
"
2016-11-29 15:21:11:738 B,,3,4095,"
T",$#,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15557,3106,3116,0,0,0,34,0,116,0,0,0,3,3111,3111,3111,3109,3108,3106,3107,3108,3107,3107,3114,3114,3115,3113,3113,3109,3110,3109,3111,3109,3115,3115,3116,3115,3115,3111,3112,3113,3113,3112,3113,3114,3114,3114,3114,3114,3115,3112,3115,3112,3112,3112,3112,3111,3112,3108,3108,3108,3108,"3110
"
2016-11-29 15:21:12:560 B,,3,4095,"
T",$#,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15557,3106,3116,0,0,0,34,0,117,0,0,0,3,3111,3111,3111,3109,3108,3107,3106,3108,3108,3107,3114,3114,3115,3114,3113,3109,3109,3109,3112,3109,3115,3115,3116,3116,3114,3111,3111,3113,3113,3112,3113,3114,3114,3114,3114,3113,3115,3112,3115,3112,3112,3113,3112,3111,3111,3108,3108,3108,3108,"3110
"
2016-11-29 15:21:13:383 B,,3,4095,"
T",$#,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15557,3106,3116,0,0,0,34,0,118,0,0,0,3,3111,3111,3110,3109,3108,3108,3106,3108,3107,3108,3114,3114,3115,3114,3113,3109,3109,3109,3112,3109,3115,3115,3116,3115,3114,3111,3112,3113,3113,3112,3113,3114,3114,3114,3113,3113,3115,3112,3115,3112,3112,3112,3112,3111,3111,3107,3108,3108,3108,"3110
"
2016-11-29 15:21:14:206 B,,3,4095,"
T",$#,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15557,3106,3115,0,0,0,34,0,119,0,0,0,3,3111,3111,3111,3109,3108,3107,3106,3108,3107,3107,3114,3114,3115,3113,3114,3109,3110,3109,3112,3109,3115,3115,3115,3115,3115,3111,3111,3113,3113,3112,3113,3114,3114,3114,3114,3114,3115,3112,3115,3112,3112,3112,3111,3111,3111,3108,3108,3108,3108,"3110
"
2016-11-29 15:21:15:029 B,,3,4095,"
T",$#,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15557,3107,3115,0,0,0,34,0,120,0,0,0,3,3111,3111,3111,3109,3108,3107,3107,3108,3107,3107,3114,3114,3114,3113,3113,3109,3110,3109,3112,3108,3115,3115,3115,3115,3115,3111,3112,3113,3113,3112,3113,3114,3114,3114,3113,3114,3115,3112,3115,3112,3112,3112,3112,3111,3111,3108,3108,3108,3108,"3110
"
2016-11-29 15:21:15:852 B,,3,4095,"
T",$#,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15557,3107,3115,0,0,0,34,0,120,0,0,0,3,3111,3111,3111,3109,3108,3107,3107,3108,3107,3107,3114,3114,3114,3113,3113,3109,3110,3109,3112,3108,3115,3115,3115,3115,3115,3111,3112,3113,3113,3112,3113,3114,3114,3114,3113,3114,3115,3112,3115,3112,3112,3112,3112,3111,3111,3108,3108,3108,3108,"3110
"
2016-11-29 15:21:16:675 B,,3,4095,"
T",$#,2,0,0,0,33,0,0,0,34,0,0,0,34,0,0,0,34,0,0,0,33,	 B,$#,2,15556,3106,3116,0,0,0,34,0,121,0,0,0,3,3112,3111,3110,3109,3108,3107,3106,3108,3107,3107,3114,3114,3114,3113,3113,3109,3109,3109,3112,3108,3115,3115,3116,3115,3114,3110,3112,3113,3113,3112,3114,3114,3114,3113,3113,3114,3114,3112,3115,3112,3111,3112,3111,3112,3111,3108,3108,3108,3108,"3110
"
