2016-11-29 09:09:23:553xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxB,,1,16325,3137,3350,0,30,0,29,9601,12,7,0,0,1,2700,3286,3284,3286,3288,3239,3273,3266,3350,3215,3139,3297,3283,3265,3301,3222,3299,3294,3256,3225,3219,3271,3283,3269,3231,3268,3289,3283,3291,3231,3237,3285,3293,3278,3284,3243,3289,3284,3288,3264,3239,3293,3284,3281,3239,3258,3285,3288,3261,"3137
"
2016-11-29 09:09:25:572xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxB,,1,16325,3137,3350,0,30,0,29,9601,12,7,0,0,1,3244,3286,3284,3286,3288,3239,3273,3266,3350,3215,3139,3297,3283,3265,3301,3222,3299,3294,3256,3225,3219,3271,3283,3269,3231,3268,3289,3283,3291,3231,3237,3285,3293,3278,3284,3243,3289,3284,3288,3264,3239,3293,3284,3281,3239,3258,3285,3288,3261,"3137
"
2016-11-29 09:09:31:629xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxB,,1,16325,3137,3350,0,30,0,29,9601,12,7,0,0,1,2700,3286,3284,3286,3288,3239,3273,3266,3350,3215,3139,3297,3283,3265,3301,3222,3299,3294,3256,3225,3219,3271,3283,3269,3231,3268,3289,3283,3291,3231,3237,3285,3293,3278,3284,3243,3289,3284,3288,3264,3239,3293,3284,3281,3239,3258,3285,3288,3261,"3137
"
2016-11-29 09:09:33:645xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxB,,1,16325,3137,3350,0,30,0,29,9601,12,7,0,0,1,3244,3286,3284,3286,3288,3239,3273,3266,3350,3215,3139,3297,3283,3265,3301,3222,3299,3294,3256,3225,3219,3271,3283,3269,3231,3268,3289,3283,3291,3231,3237,3285,3293,3278,3284,3243,3289,3284,3288,3264,3239,3293,3284,3281,3239,3258,3285,3288,3261,"3137
"
2016-11-29 09:09:39:702xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxB,,1,16325,3137,3350,0,30,0,29,9601,12,7,0,0,1,2700,3286,3284,3286,3288,3239,3273,3266,3350,3215,3139,3297,3283,3265,3301,3222,3299,3294,3256,3225,3219,3271,3283,3269,3231,3268,3289,3283,3291,3231,3237,3285,3293,3278,3284,3243,3289,3284,3288,3264,3239,3293,3284,3281,3239,3258,3285,3288,3261,"3137
"
2016-11-29 09:09:41:721xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxB,,1,16325,3137,3350,0,30,0,29,9601,12,7,0,0,1,3244,3286,3284,3286,3288,3239,3273,3266,3350,3215,3139,3297,3283,3265,3301,3222,3299,3294,3256,3225,3219,3271,3283,3269,3231,3268,3289,3283,3291,3231,3237,3285,3293,3278,3284,3243,3289,3284,3288,3264,3239,3293,3284,3281,3239,3258,3285,3288,3261,"3137
"
2016-11-29 09:09:47:775xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxB,,1,16325,3137,3350,0,30,0,29,9601,12,7,0,0,1,2700,3286,3284,3286,3288,3239,3273,3266,3350,3215,3139,3297,3283,3265,3301,3222,3299,3294,3256,3225,3219,3271,3283,3269,3231,3268,3289,3283,3291,3231,3237,3285,3293,3278,3284,3243,3289,3284,3288,3264,3239,3293,3284,3281,3239,3258,3285,3288,3261,"3137
"
2016-11-29 09:09:49:794xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxB,,1,16325,3137,3350,0,30,0,29,9601,12,7,0,0,1,3244,3286,3284,3286,3288,3239,3273,3266,3350,3215,3139,3297,3283,3265,3301,3222,3299,3294,3256,3225,3219,3271,3283,3269,3231,3268,3289,3283,3291,3231,3237,3285,3293,3278,3284,3243,3289,3284,3288,3264,3239,3293,3284,3281,3239,3258,3285,3288,3261,"3137
"
2016-11-29 09:09:55:848xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxB,,1,16325,3137,3350,0,30,0,29,9601,12,7,0,0,1,2700,3286,3284,3286,3288,3239,3273,3266,3350,3215,3139,3297,3283,3265,3301,3222,3299,3294,3256,3225,3219,3271,3283,3269,3231,3268,3289,3283,3291,3231,3237,3285,3293,3278,3284,3243,3289,3284,3288,3264,3239,3293,3284,3281,3239,3258,3285,3288,3261,"3137
"
2016-11-29 09:09:57:867xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxB,,1,16325,3137,3350,0,30,0,29,9601,12,7,0,0,1,3244,3286,3284,3286,3288,3239,3273,3266,3350,3215,3139,3297,3283,3265,3301,3222,3299,3294,3256,3225,3219,3271,3283,3269,3231,3268,3289,3283,3291,3231,3237,3285,3293,3278,3284,3243,3289,3284,3288,3264,3239,3293,3284,3281,3239,3258,3285,3288,3261,"3137
"
2016-11-29 09:10:03:922xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxB,,1,16325,3137,3350,0,30,0,29,9601,12,7,0,0,1,2700,3286,3284,3286,3288,3239,3273,3266,3350,3215,3139,3297,3283,3265,3301,3222,3299,3294,3256,3225,3219,3271,3283,3269,3231,3268,3289,3283,3291,3231,3237,3285,3293,3278,3284,3243,3289,3284,3288,3264,3239,3293,3284,3281,3239,3258,3285,3288,3261,"3137
"
2016-11-29 09:10:05:941xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxB,,1,16325,3137,3350,0,30,0,29,9601,12,7,0,0,1,3244,3286,3284,3286,3288,3239,3273,3266,3350,3215,3139,3297,3283,3265,3301,3222,3299,3294,3256,3225,3219,3271,3283,3269,3231,3268,3289,3283,3291,3231,3237,3285,3293,3278,3284,3243,3289,3284,3288,3264,3239,3293,3284,3281,3239,3258,3285,3288,3261,"3137
"
2016-11-29 09:10:11:995xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxB,,1,16325,3137,3350,0,30,0,29,9601,12,7,0,0,1,2700,3286,3284,3286,3288,3239,3273,3266,3350,3215,3139,3297,3283,3265,3301,3222,3299,3294,3256,3225,3219,3271,3283,3269,3231,3268,3289,3283,3291,3231,3237,3285,3293,3278,3284,3243,3289,3284,3288,3264,3239,3293,3284,3281,3239,3258,3285,3288,3261,"3137
"
2016-11-29 09:10:14:014xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxB,,1,16325,3137,3350,0,30,0,29,9601,12,7,0,0,1,3244,3286,3284,3286,3288,3239,3273,3266,3350,3215,3139,3297,3283,3265,3301,3222,3299,3294,3256,3225,3219,3271,3283,3269,3231,3268,3289,3283,3291,3231,3237,3285,3293,3278,3284,3243,3289,3284,3288,3264,3239,3293,3284,3281,3239,3258,3285,3288,3261,"3137
"
2016-11-29 09:10:20:070xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxB,,1,16325,3137,3350,0,30,0,29,9601,12,7,0,0,1,2700,3286,3284,3286,3288,3239,3273,3266,3350,3215,3139,3297,3283,3265,3301,3222,3299,3294,3256,3225,3219,3271,3283,3269,3231,3268,3289,3283,3291,3231,3237,3285,3293,3278,3284,3243,3289,3284,3288,3264,3239,3293,3284,3281,3239,3258,3285,3288,3261,"3137
"
2016-11-29 09:10:22:087xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxB,,1,16325,3137,3350,0,30,0,29,9601,12,7,0,0,1,3244,3286,3284,3286,3288,3239,3273,3266,3350,3215,3139,3297,3283,3265,3301,3222,3299,3294,3256,3225,3219,3271,3283,3269,3231,3268,3289,3283,3291,3231,3237,3285,3293,3278,3284,3243,3289,3284,3288,3264,3239,3293,3284,3281,3239,3258,3285,3288,3261,"3137
"
2016-11-29 09:10:28:144xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxB,,1,16325,3137,3350,0,30,0,29,9601,12,7,0,0,1,2700,3286,3284,3286,3288,3239,3273,3266,3350,3215,3139,3297,3283,3265,3301,3222,3299,3294,3256,3225,3219,3271,3283,3269,3231,3268,3289,3283,3291,3231,3237,3285,3293,3278,3284,3243,3289,3284,3288,3264,3239,3293,3284,3281,3239,3258,3285,3288,3261,"3137
"
2016-11-29 09:10:30:160xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxB,,1,16325,3137,3350,0,30,0,29,9601,12,7,0,0,1,3244,3286,3284,3286,3288,3239,3273,3266,3350,3215,3139,3297,3283,3265,3301,3222,3299,3294,3256,3225,3219,3271,3283,3269,3231,3268,3289,3283,3291,3231,3237,3285,3293,3278,3284,3243,3289,3284,3288,3264,3239,3293,3284,3281,3239,3258,3285,3288,3261,"3137
"
2016-11-29 09:10:36:217xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxB,,1,16325,3137,3350,0,30,0,29,9601,12,7,0,0,1,2700,3286,3284,3286,3288,3239,3273,3266,3350,3215,3139,3297,3283,3265,3301,3222,3299,3294,3256,3225,3219,3271,3283,3269,3231,3268,3289,3283,3291,3231,3237,3285,3293,3278,3284,3243,3289,3284,3288,3264,3239,3293,3284,3281,3239,3258,3285,3288,3261,"3137
"
