2016-11-28 13:10:23:956B,$2815,2814,2815,2816,2816,2818,2816,2819,2819,2820,2817,2817,2818,2818,2817,2826,2819,2820,2818,2819,2819,2818,2817,2816,2821,2820,2814,2815,2821,2818,2816,2815,2815,2815,2816,2817,2819,2817,2817,2817,2816,2818,2816,2818,2817,2818,"2823
"
2016-11-28 13:17:25:242B,$3216,3216,3218,3216,3214,3215,3220,3216,3215,3215,3216,3215,3215,3216,3217,3215,3215,3215,3214,3215,3215,3215,3215,3216,"3219
"
2016-11-28 13:25:29:867B,$0,1,3275,3272,3272,3272,3272,3273,3273,3274,3273,3273,3273,3273,3273,3273,3273,3275,3274,3274,3275,3275,3274,3273,3274,3274,3272,3272,3273,3275,3273,3272,3273,3279,3274,3272,3273,3273,3273,3273,3273,3275,3273,3273,3273,3274,3274,3273,3273,3273,3274,"3277
"
