"2016-11-28 09:34:2000 00 
"
"2016-11-28 09:34:20ID: C1  Data: BD 00 05 00 00 00 00 1E 
"
"2016-11-28 09:34:20ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 09:34:20ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 09:34:20ID: C1  Data: BD 00 05 00 00 00 00 1E 
"
"2016-11-28 09:34:20ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 09:34:20ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 09:34:20ID: C1  Data: BD 00 05 00 00 00 00 21 
"
"2016-11-28 09:34:20ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 09:34:20ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 09:34:20ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 09:34:20ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 09:34:20ID: C1  Data: BD 00 05 00 00 00 00 1E 
"
"2016-11-28 09:34:20ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 09:34:20ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 09:34:20ID: C1  Data: BD 00 05 00 00 00 00 1E 
"
"2016-11-28 09:34:20ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 09:34:20ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 09:34:20ID: C1  Data: BD 00 05 00 00 00 00 1D 
"
"2016-11-28 09:34:21ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 09:34:21ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 09:34:21ID: C1  Data: BD 00 05 00 00 00 00 1F 
"
"2016-11-28 09:34:21ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 09:34:21ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 09:34:21ID: C1  Data: BD 00 05 00 00 00 00 1D 
"
"2016-11-28 09:34:21ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 09:34:21ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 09:34:21ID: C1  Data: BD 00 05 00 00 00 00 1F 
"
"2016-11-28 09:34:21ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 09:34:21ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 09:34:21ID: C1  Data: BD 00 05 00 00 00 00 1F 
"
"2016-11-28 09:34:21ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 09:34:21ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 09:34:21ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 09:34:21ID: C1  Data: BD 00 05 00 00 00 00 1D 
"
"2016-11-28 09:34:21ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 09:34:21ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 09:34:21ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 09:34:21ID: C1  Data: BD 00 05 00 00 00 00 1D 
"
"2016-11-28 09:34:21ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 09:34:21ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 09:34:21ID: C1  Data: BD 00 05 00 00 00 00 1F 
"
"2016-11-28 09:34:21ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 09:34:21ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 09:34:21ID: C1  Data: BD 00 05 00 00 00 00 20 
"
"2016-11-28 09:34:21ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 09:34:21ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 09:34:21ID: C1  Data: BD 00 05 00 00 00 00 21 
"
"2016-11-28 09:34:21ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 09:34:21ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 09:34:21ID: C1  Data: BD 00 05 00 00 00 00 20 
"
"2016-11-28 09:34:21ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 09:34:21ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 09:34:22ID: C1  Data: BD 00 05 00 00 00 00 1E 
"
"2016-11-28 09:34:22ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 09:34:22ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
