"2016-11-24 14:28:35 00 00 
"
"2016-11-24 14:28:35 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 14:28:35 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 14:28:35 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 14:28:35 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 14:28:35 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 14:28:35 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 14:28:35 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 14:28:35 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 14:28:35 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 14:28:35 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 14:28:35 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 14:28:35 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 14:28:35 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 14:28:35 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 14:28:35 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 14:28:36 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 14:28:36 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 14:28:36 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 14:28:36 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 14:28:36 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 14:28:36 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 14:28:36 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 14:28:36 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 14:28:36 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 14:28:36 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 14:28:36 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 14:28:36 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 14:28:36 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 14:28:36 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 14:28:36 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 14:28:36 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 14:28:36 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 14:28:36 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 14:28:36 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 14:28:36 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-24 14:28:36 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
