"2016-11-28 17:53:36ID: C1  Data: 3C 90 E6 20 F6 02 E8 06 
"
"2016-11-28 17:53:37ID: C1  Data: 3C 10 05 00 00 01 00 25 
"
"2016-11-28 17:53:37ID: C1  Data: 3C 50 20 23 1B 1D 00 00 
"
"2016-11-28 17:53:37ID: C1  Data: 3C 90 C3 23 F6 02 DA 07 
"
"2016-11-28 17:53:37ID: C1  Data: 3C 10 05 00 00 01 00 22 
"
"2016-11-28 17:53:37ID: C1  Data: 3C 50 1D 22 20 1D 00 00 
"
"2016-11-28 17:53:37ID: C1  Data: 3C 90 78 1F D5 02 A3 07 
"
"2016-11-28 17:53:37ID: C1  Data: 3C 10 05 00 00 01 00 1C 
"
"2016-11-28 17:53:37ID: C1  Data: 3C 50 1E 1F 18 1D 00 00 
"
"2016-11-28 17:53:37ID: C1  Data: 3C 90 55 22 E0 02 35 07 
"
"2016-11-28 17:53:37ID: C1  Data: 3C 10 05 00 00 01 00 22 
"
"2016-11-28 17:53:38ID: C1  Data: 3C 50 1E 22 21 1D 00 00 
"
"2016-11-28 17:53:38ID: C1  Data: 3C 90 78 1F 7D 02 A3 07 
"
"2016-11-28 17:53:38ID: C1  Data: 3C 10 05 00 00 01 00 1C 
"
"2016-11-28 17:53:38ID: C1  Data: 3C 50 1C 24 1F 1E 00 00 
"
"2016-11-28 17:53:38ID: C1  Data: 3C 90 C3 23 F6 02 40 07 
"
"2016-11-28 17:53:38ID: C1  Data: 3C 10 05 00 00 01 00 20 
"
"2016-11-28 17:53:38ID: C1  Data: 3C 50 1E 1F 1E 1D 00 00 
"
"2016-11-28 17:53:38ID: C1  Data: 3C 90 E6 20 42 03 8D 07 
"
"2016-11-28 17:53:38ID: C1  Data: 3C 10 05 00 00 01 00 1F 
"
"2016-11-28 17:53:38ID: C1  Data: 3C 50 1C 23 1D 1D 00 00 
"
"2016-11-28 17:53:39ID: C1  Data: 3C 90 78 1F 51 02 09 07 
"
"2016-11-28 17:53:39ID: C1  Data: 3C 10 05 00 00 01 00 20 
"
"2016-11-28 17:53:39ID: C1  Data: 3C 50 1C 21 1A 1D 00 00 
"
"2016-11-28 17:53:39ID: C1  Data: 3C 90 78 1F 17 03 8D 07 
"
"2016-11-28 17:53:39ID: C1  Data: 3C 10 05 00 00 01 00 20 
"
"2016-11-28 17:53:39ID: C1  Data: 3C 50 20 1F 1A 1D 00 00 
"
"2016-11-28 17:53:39ID: C1  Data: 3C 90 55 22 21 03 98 07 
"
"2016-11-28 17:53:39ID: C1  Data: 3C 10 05 00 21 01 02 1F 
"
"2016-11-28 17:53:39ID: C1  Data: 3C 50 1D 21 1D 1D 00 00 
"
"2016-11-28 17:53:39ID: C1  Data: 3C 90 E6 20 F6 83 56 07 
"
"2016-11-28 17:53:40ID: C1  Data: 3C 10 05 00 21 01 03 1F 
"
"2016-11-28 17:53:40ID: C1  Data: 3C 50 1C 20 20 1D 00 00 
"
"2016-11-28 17:53:40ID: C1  Data: 3C 90 C3 23 01 84 4B 07 
"
"2016-11-28 17:53:40ID: C1  Data: 3C 10 05 00 21 01 02 23 
"
"2016-11-28 17:53:40ID: C1  Data: 3C 50 1F 21 1C 1D 00 00 
"
"2016-11-28 17:53:40ID: C1  Data: 3C 90 55 22 2D 84 DA 07 
"
"2016-11-28 17:53:40ID: C1  Data: 3C 10 05 00 21 01 02 1C 
"
"2016-11-28 17:53:40ID: C1  Data: 3C 50 20 1F 1D 1D 00 00 
"
"2016-11-28 17:53:40ID: C1  Data: 3C 90 55 22 7A 84 56 07 
"
"2016-11-28 17:53:40ID: C1  Data: 3C 10 05 00 21 01 02 20 
"
"2016-11-28 17:53:41ID: C1  Data: 3C 50 21 21 19 1D 00 00 
"
"2016-11-28 17:53:41ID: C1  Data: 3C 90 55 22 E0 83 A3 07 
"
"2016-11-28 17:53:41ID: C1  Data: 3C 10 05 00 21 01 02 1F 
"
"2016-11-28 17:53:41ID: C1  Data: 3C 50 1E 24 1B 1C 00 00 
"
"2016-11-28 17:53:41ID: C1  Data: 3C 90 C3 23 17 84 1F 07 
"
"2016-11-28 17:53:41ID: C1  Data: 3C 10 05 00 22 01 02 1E 
"
"2016-11-28 17:53:41ID: C1  Data: 3C 50 1C 21 22 1D 00 00 
"
"2016-11-28 17:53:41ID: C1  Data: 3C 90 E6 20 85 84 77 07 
"
"2016-11-28 17:53:41ID: C1  Data: 3C 10 05 00 21 01 03 1F 
"
"2016-11-28 17:53:41ID: C1  Data: 3C 50 1E 21 18 1D 00 00 
"
"2016-11-28 17:53:42ID: C1  Data: 3C 90 55 22 85 84 DA 07 
"
"2016-11-28 17:53:42ID: C1  Data: 3C 10 05 00 21 01 02 1E 
"
"2016-11-28 17:53:42ID: C1  Data: 3C 50 1E 1F 1C 1D 00 00 
"
"2016-11-28 17:53:42ID: C1  Data: 3C 90 31 25 BC 84 CF 07 
"
"2016-11-28 17:53:42ID: C1  Data: 3C 10 05 00 21 01 02 23 
"
"2016-11-28 17:53:42ID: C1  Data: 3C 50 1F 1F 1C 1D 00 00 
"
"2016-11-28 17:53:42ID: C1  Data: 3C 90 78 1F 43 84 6C 07 
"
"2016-11-28 17:53:42ID: C1  Data: 3C 10 05 00 21 01 02 1F 
"
"2016-11-28 17:53:42ID: C1  Data: 3C 50 1F 1F 1C 1D 00 00 
"
"2016-11-28 17:53:42ID: C1  Data: 3C 90 55 22 C7 84 4B 07 
"
"2016-11-28 17:53:43ID: C1  Data: 3C 10 05 00 21 01 03 1F 
"
"2016-11-28 17:53:43ID: C1  Data: 3C 50 1D 1E 1F 1D 00 00 
"
"2016-11-28 17:53:43ID: C1  Data: 3C 90 55 22 01 84 09 07 
"
"2016-11-28 17:53:43ID: C1  Data: 3C 10 05 00 21 01 02 1F 
"
"2016-11-28 17:53:43ID: C1  Data: 3C 50 1E 20 20 1D 00 00 
"
"2016-11-28 17:53:43ID: C1  Data: 3C 90 E6 20 9B 84 56 07 
"
