"2016-11-25 16:07:31 00 00 
"
"2016-11-25 16:07:31 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:31 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:31 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:31 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:31 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:31 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:31 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:31 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:31 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:31 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:31 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:31 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:31 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:31 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:31 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:31 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:31 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:31 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:31 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:32 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:32 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:32 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:32 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:32 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:32 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:32 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:32 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:32 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:32 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:32 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:32 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:32 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:32 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:32 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:32 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:32 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:32 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:32 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:32 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:32 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:32 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:32 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:32 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:33 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:33 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:33 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:33 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:33 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:33 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:33 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:33 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:33 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:33 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:33 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:33 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:33 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:33 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:33 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:33 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:33 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-25 16:07:33 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
