"2016-11-28 13:23:03ID: C1  Data: 05 40 21 24 1D 1C 01 00 
"
"2016-11-28 13:23:04ID: C1  Data: 05 00 05 01 00 00 00 25 
"
"2016-11-28 13:23:04ID: C1  Data: 05 40 1F 20 1B 1C 01 00 
"
"2016-11-28 13:23:04ID: C1  Data: 05 00 05 01 00 00 00 24 
"
"2016-11-28 13:23:04ID: C1  Data: 05 40 1D 22 1C 1C 01 00 
"
"2016-11-28 13:23:04ID: C1  Data: 05 00 05 01 00 00 00 1E 
"
"2016-11-28 13:23:04ID: C1  Data: 05 40 20 25 1D 1C 01 00 
"
"2016-11-28 13:23:04ID: C1  Data: 05 00 05 01 00 00 00 19 
"
"2016-11-28 13:23:04ID: C1  Data: 05 40 1D 1E 18 1C 01 00 
"
"2016-11-28 13:23:04ID: C1  Data: 05 00 05 01 00 00 00 21 
"
"2016-11-28 13:23:04ID: C1  Data: 05 40 1D 21 18 1C 01 00 
"
"2016-11-28 13:23:05ID: C1  Data: 05 00 05 01 00 00 00 20 
"
"2016-11-28 13:23:05ID: C1  Data: 05 40 1D 25 18 1C 01 00 
"
"2016-11-28 13:23:05ID: C1  Data: 05 00 05 01 00 00 00 19 
"
"2016-11-28 13:23:05ID: C1  Data: 05 40 21 1F 1B 1C 01 00 
"
"2016-11-28 13:23:05ID: C1  Data: 05 00 05 01 00 00 00 1C 
"
"2016-11-28 13:23:05ID: C1  Data: 05 40 22 21 1F 1D 01 00 
"
"2016-11-28 13:23:05ID: C1  Data: 05 00 05 01 00 00 00 21 
"
"2016-11-28 13:23:05ID: C1  Data: 05 40 1F 26 1D 1C 01 00 
"
"2016-11-28 13:23:05ID: C1  Data: 05 00 05 01 00 00 00 23 
"
"2016-11-28 13:23:05ID: C1  Data: 05 40 1F 1F 18 1C 01 00 
"
"2016-11-28 13:23:06ID: C1  Data: 05 00 05 01 00 00 00 1E 
"
"2016-11-28 13:23:06ID: C1  Data: 05 40 1D 22 18 1C 01 00 
"
"2016-11-28 13:23:06ID: C1  Data: 05 00 05 01 00 00 00 21 
"
"2016-11-28 13:23:06ID: C1  Data: 05 40 1D 25 1E 1D 01 00 
"
"2016-11-28 13:23:06ID: C1  Data: 05 00 05 01 00 00 00 1B 
"
"2016-11-28 13:23:06ID: C1  Data: 05 40 1F 21 18 1C 01 00 
"
"2016-11-28 13:23:06ID: C1  Data: 05 00 05 01 00 00 00 1F 
"
"2016-11-28 13:23:06ID: C1  Data: 05 40 20 21 19 1D 01 00 
"
"2016-11-28 13:23:06ID: C1  Data: 05 00 05 01 00 00 00 1F 
"
"2016-11-28 13:23:06ID: C1  Data: 05 40 1C 28 24 1B 01 00 
"
"2016-11-28 13:23:07ID: C1  Data: 05 00 05 01 00 00 00 22 
"
"2016-11-28 13:23:07ID: C1  Data: 05 40 1B 1F 1A 1C 01 00 
"
"2016-11-28 13:23:07ID: C1  Data: 05 00 05 01 00 00 00 23 
"
"2016-11-28 13:23:07ID: C1  Data: 05 40 1C 25 1E 1D 01 00 
"
"2016-11-28 13:23:07ID: C1  Data: 05 00 05 01 00 00 00 18 
"
"2016-11-28 13:23:07ID: C1  Data: 05 40 1F 22 1C 1C 01 00 
"
"2016-11-28 13:23:07ID: C1  Data: 05 00 05 01 00 00 00 23 
"
"2016-11-28 13:23:07ID: C1  Data: 05 40 23 21 1E 1C 01 00 
"
"2016-11-28 13:23:07ID: C1  Data: 05 00 05 01 00 00 00 21 
"
"2016-11-28 13:23:07ID: C1  Data: 05 40 23 1E 1A 1D 01 00 
"
"2016-11-28 13:23:08ID: C1  Data: 05 00 05 01 00 00 00 21 
"
"2016-11-28 13:23:08ID: C1  Data: 05 40 20 20 22 1D 01 00 
"
"2016-11-28 13:23:08ID: C1  Data: 05 00 05 01 00 00 00 21 
"
"2016-11-28 13:23:08ID: C1  Data: 05 40 1F 24 1E 1C 01 00 
"
"2016-11-28 13:23:08ID: C1  Data: 05 00 05 01 00 00 00 22 
"
