"2016-11-30 11:42:54 ID: A1  Data: 00 00 AA AA 00 00 00 00 
"
"2016-11-30 11:43:44 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:44 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:44 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:44 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:45 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:45 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:45 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:45 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:45 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:45 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:45 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:45 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:45 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:45 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:45 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:45 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:45 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:45 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:45 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:45 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:45 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:45 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:45 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:45 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:45 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:45 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:46 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:46 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:46 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:46 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:46 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:46 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:46 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:46 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:46 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:46 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:46 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:46 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:46 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:46 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:46 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:46 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:46 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:46 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:46 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:46 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:46 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:46 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:47 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:47 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:47 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:47 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:47 ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-30 11:43:47 ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
