2016-11-28 14:31:14
2016-11-28 14:31:16
2016-11-28 14:31:19
2016-11-28 14:31:21
2016-11-28 14:31:23
2016-11-28 14:31:25
2016-11-28 14:31:27
2016-11-28 14:31:29
2016-11-28 14:31:31
2016-11-28 14:31:33
2016-11-28 14:31:35
2016-11-28 14:31:37
2016-11-28 14:31:39
2016-11-28 14:31:41
2016-11-28 14:31:43
2016-11-28 14:31:45
2016-11-28 14:31:47
2016-11-28 14:31:49
2016-11-28 14:31:51
2016-11-28 14:31:53
2016-11-28 14:31:55
2016-11-28 14:31:57
2016-11-28 14:31:59
2016-11-28 14:32:01
2016-11-28 14:32:03
2016-11-28 14:32:05
2016-11-28 14:32:07
2016-11-28 14:32:09
2016-11-28 14:32:11
2016-11-28 14:32:13
2016-11-28 14:32:15
2016-11-28 14:32:17
2016-11-28 14:32:19
2016-11-28 14:32:21
"2016-11-28 14:32:22ID: A1  Data: 00 00 AA AA 00 00 00 00 
"
"2016-11-28 14:32:22ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-28 14:32:22ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-28 14:32:22ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-28 14:32:22ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-28 14:32:23ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-28 14:32:23ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-28 14:32:23ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-28 14:32:23ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-28 14:32:23ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-28 14:32:23ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-28 14:32:23ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-28 14:32:23ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-28 14:32:23ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-28 14:32:23ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-28 14:32:23ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-28 14:32:23ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-28 14:32:23ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-28 14:32:23ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-28 14:32:23ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-28 14:32:23ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-28 14:32:23ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-28 14:32:23ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-28 14:32:23ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-28 14:32:23ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-28 14:32:23ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-28 14:32:23ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-28 14:32:23ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-28 14:32:23ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-28 14:32:24ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-28 14:32:24ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-28 14:32:24ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-28 14:32:24ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-28 14:32:24ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-28 14:32:24ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-28 14:32:24ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-28 14:32:24ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-28 14:32:24ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-28 14:32:24ID: BC  Data: 00 00 00 BB 00 00 00 00 
"
"2016-11-28 14:32:24ID: BB  Data: 00 00 00 BB 00 00 00 00 
"
