"2016-11-28 10:25:2500 00 
"
"2016-11-28 10:25:25ID: C1  Data: BD 04 05 00 00 00 00 20 
"
"2016-11-28 10:25:25ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:25:25ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:25:25ID: C1  Data: BD 44 22 21 1A 1D 00 01 
"
"2016-11-28 10:25:25ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:25:25ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:25:25ID: C1  Data: BD 04 05 00 00 00 00 20 
"
"2016-11-28 10:25:25ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:25:25ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:25:25ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:25:25ID: C1  Data: BD 44 20 21 1A 1D 00 01 
"
"2016-11-28 10:25:26ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:25:26ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:25:26ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:25:26ID: C1  Data: BD 04 05 00 00 00 00 20 
"
"2016-11-28 10:25:26ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:25:26ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:25:26ID: C1  Data: BD 44 21 20 1A 1D 00 01 
"
"2016-11-28 10:25:26ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:25:26ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:25:26ID: C1  Data: BD 04 05 00 00 00 00 20 
"
"2016-11-28 10:25:26ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:25:26ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:25:26ID: C1  Data: BD 44 20 22 1B 1D 00 01 
"
"2016-11-28 10:25:26ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:25:26ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:25:26ID: C1  Data: BD 04 05 00 00 00 00 20 
"
"2016-11-28 10:25:26ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:25:26ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:25:26ID: C1  Data: BD 44 21 22 18 1D 00 01 
"
"2016-11-28 10:25:26ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:25:26ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:25:26ID: C1  Data: BD 04 05 00 00 00 00 20 
"
"2016-11-28 10:25:26ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:25:26ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:25:26ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:25:26ID: C1  Data: BD 44 23 21 19 1D 00 01 
"
"2016-11-28 10:25:26ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:25:26ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:25:26ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:25:26ID: C1  Data: BD 04 05 00 00 00 00 22 
"
