"2016-11-30 09:45:370 00 
"
"2016-11-30 09:45:37D: C1  Data: BC 84 00 00 00 00 0 00 
"
"2016-11-30 09:45:38D: C2  Data: BC 84 00 00 00 00 0 00 
"
"2016-11-30 09:45:38D: C1  Data: BC 04 05 00 00 00 0 2B 
"
"2016-11-30 09:45:38D: C2  Data: BC 04 05 00 00 00 0 2B 
"
"2016-11-30 09:45:38D: C1  Data: BC 44 2B 2B 18 1B 0 00 
"
"2016-11-30 09:45:38D: C2  Data: BC 44 2B 2A 18 1A 0 00 
"
"2016-11-30 09:45:38D: C1  Data: BC 84 00 00 00 00 0 00 
"
"2016-11-30 09:45:38D: C2  Data: BC 84 00 00 00 00 0 00 
"
"2016-11-30 09:45:38D: C1  Data: BC 04 05 00 00 00 0 2B 
"
"2016-11-30 09:45:38D: C2  Data: BC 04 05 00 00 00 0 2B 
"
"2016-11-30 09:45:38D: C1  Data: BC 44 2B 2B 18 1A 0 00 
"
"2016-11-30 09:45:38D: C2  Data: BC 44 2B 2A 18 1A 0 00 
"
"2016-11-30 09:45:38D: C1  Data: BC 84 00 00 00 00 0 00 
"
"2016-11-30 09:45:38D: C2  Data: BC 84 00 00 00 00 00 0 
"
"2016-11-30 09:45:38D: C1  Data: BC 04 05 00 00 00 0 2B 
"
"2016-11-30 09:45:38D: C2  Data: BC 04 05 00 00 00 0 2B 
"
"2016-11-30 09:45:38D: C1  Data: BC 44 2B 2B 1F 1C 0 00 
"
"2016-11-30 09:45:38D: C2  Data: BC 44 2B 2A 19 1B 0 00 
"
"2016-11-30 09:45:38D: C1  Data: BC 84 00 00 00 00 0 00 
"
"2016-11-30 09:45:38D: C2  Data: BC 84 00 00 00 00 0 00 
"
"2016-11-30 09:45:38D: C1  Data: BC 04 05 00 00 00 0 2B 
"
"2016-11-30 09:45:39D: C2  Data: BC 04 05 00 00 00 0 2A 
"
"2016-11-30 09:45:39D: C1  Data: BC 44 2B 2B 21 1B 0 00 
"
"2016-11-30 09:45:39D: C2  Data: BC 44 2B 2A 1C 1B 0 00 
"
"2016-11-30 09:45:39D: C1  Data: BC 84 00 00 00 00 0 00 
"
"2016-11-30 09:45:39D: C2  Data: BC 84 00 00 00 00 0 00 
"
"2016-11-30 09:45:39D: C1  Data: BC 04 05 00 00 00 0 2B 
"
"2016-11-30 09:45:39D: C2  Data: BC 04 05 00 00 00 0 2B 
"
"2016-11-30 09:45:39D: C1  Data: BC 44 2B 2B 1A 1B 0 00 
"
"2016-11-30 09:45:39I: C2  Data: BC 44 2B 2A 18 1B 0 00 
"
"2016-11-30 09:45:39D: C1  Data: BC 84 00 00 00 00 0 00 
"
"2016-11-30 09:45:39D: C2  Data: BC 84 00 00 00 00 0 00 
"
"2016-11-30 09:45:39ID C1  Data: BC 04 05 00 00 00 0 2A 
"
"2016-11-30 09:45:39D: C2  Data: BC 04 05 00 00 00 0 2B 
"
"2016-11-30 09:45:39I: C1  Data: BC 44 2B 2B 1F 1C 0 00 
"
"2016-11-30 09:45:39D: C2  Data: BC 44 2B 2A 1B 1A 0 00 
"
"2016-11-30 09:45:39D: C1  Data: BC 84 00 00 00 00 0 00 
"
"2016-11-30 09:45:39I: C2  Data: BC 84 00 00 00 00 0 00 
"
"2016-11-30 09:45:39I: C1  Data: BC 04 05 00 00 00 0 2A 
"
"2016-11-30 09:45:39I: C2  Data: BC 04 05 00 00 00 0 2B 
"
"2016-11-30 09:45:39ID: 1  Data: BC 44 2B 2B 1E 1B 0 00 
"
"2016-11-30 09:45:40ID C2  Data: BC 44 2B 2A 1B 19 00 0 
"
