"2016-11-28 10:18:0900 00 
"
"2016-11-28 10:18:09ID: C1  Data: BD 04 05 00 00 00 00 21 
"
"2016-11-28 10:18:09ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:18:09ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:18:09ID: C1  Data: BD 44 20 23 18 1D 00 01 
"
"2016-11-28 10:18:09ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:18:09ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:18:09ID: C1  Data: BD 04 05 00 00 00 00 22 
"
"2016-11-28 10:18:09ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:18:09ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:18:09ID: C1  Data: BD 44 24 20 1A 1D 00 01 
"
"2016-11-28 10:18:09ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:18:09ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:18:09ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:18:09ID: C1  Data: BD 04 05 00 00 00 00 21 
"
"2016-11-28 10:18:09ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:18:09ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:18:09ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:18:09ID: C1  Data: BD 44 20 21 1B 1D 00 01 
"
"2016-11-28 10:18:09ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:18:09ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:18:09ID: C1  Data: BD 04 05 00 00 00 00 20 
"
"2016-11-28 10:18:09ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:18:09ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:18:09ID: C1  Data: BD 44 22 21 18 1C 00 01 
"
"2016-11-28 10:18:09ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:18:09ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:18:09ID: C1  Data: BD 04 05 00 00 00 00 21 
"
"2016-11-28 10:18:09ID: BB  Data: 00 00 00 AA 00 00 00 00 
"
"2016-11-28 10:18:09ID: BC  Data: 00 00 00 AA 00 00 00 00 
"
